Name,PD Notation,Alexander,Jones,Conway,Kauffman,HOMFLY
9_46,[[2;10;3;9];[3;14;4;15];[6;17;7;18];[8;11;9;12];[10;2;11;1];[13;4;14;5];[15;13;16;12];[16;7;17;8];[18;5;1;6]],2-5*t+2*t^2,t^(-6)-t^(-5)+ t^(-4)-2*t^(-3)+ t^(-2)-t^(-1)+ 2,1-2*z^2,(2+a^2-a^4-a^6)*z^(0)+(-2*a-6*a^3-4*a^5)*z^(1)+(3*a^2+9*a^4+6*a^6)*z^(2)+(a+8*a^3+7*a^5)*z^(3)+(-4*a^2-9*a^4-5*a^6)*z^(4)+(-5*a^3-5*a^5)*z^(5)+(a^2+2*a^4+a^6)*z^(6)+(a^3+a^5)*z^(7),(v^(-6)-v^(-4)-v^(-2)+2)+(-v^(-4)-v^(-2))*z^2
9_47,[[1;15;2;14];[4;17;5;18];[6;16;7;15];[8;4;9;3];[10;5;11;6];[12;8;13;7];[13;3;14;2];[16;11;17;12];[18;10;1;9]],1-4*t+6*t^2-5*t^3+6*t^4-4*t^5+t^6,-t^(-2)+ 3*t^(-1)-3+ 5*t-5*t^2+ 4*t^3-4*t^4+ 2*t^5,1-z^2+2*z^4+z^6,(-a^(-6)-2*a^(-4)-a^(-2)+1)*z^(0)+(-3*a^(-5)-5*a^(-3)-2*a^(-1))*z^(1)+(3*a^(-6)+9*a^(-4)+11*a^(-2)+5)*z^(2)+(3*a^(-5)+6*a^(-3)+a^(-1)-2*a)*z^(3)+(-7*a^(-4)-16*a^(-2)-9)*z^(4)+(a^(-5)-4*a^(-3)-4*a^(-1)+a)*z^(5)+(3*a^(-4)+6*a^(-2)+3)*z^(6)+(2*a^(-3)+2*a^(-1))*z^(7),(1+v^2-2*v^4+v^6)+(-2+4*v^2-3*v^4)*z^2+(-1+4*v^2-v^4)*z^4+v^2*z^6
9_48,[[1;10;2;11];[3;14;4;15];[6;17;7;18];[9;2;10;3];[11;9;12;8];[13;4;14;5];[15;13;16;12];[16;7;17;8];[18;5;1;6]],1-7*t+11*t^2-7*t^3+t^4,-2*t^(-6)+ 3*t^(-5)-4*t^(-4)+ 6*t^(-3)-4*t^(-2)+ 4*t^(-1)-3+ t,1+3*z^2-z^4,(3*a^4+2*a^6)*z^(0)+(-a^3-5*a^5-4*a^7)*z^(1)+(-1+2*a^2+2*a^4-a^6)*z^(2)+(-5*a-3*a^3+5*a^5+3*a^7)*z^(3)+(1-5*a^2-6*a^4)*z^(4)+(3*a+2*a^3-a^5)*z^(5)+(3*a^2+4*a^4+a^6)*z^(6)+(a^3+a^5)*z^(7),(-2*v^(-6)+3*v^(-4))+(3*v^(-4)-v^(-2)+1)*z^2+(-v^(-2))*z^4
9_49,[[1;15;2;14];[4;12;5;11];[6;16;7;15];[7;3;8;2];[10;18;11;17];[12;4;13;3];[13;9;14;8];[16;6;17;5];[18;10;1;9]],3-6*t+7*t^2-6*t^3+3*t^4,t^2-2*t^3+ 4*t^4-4*t^5+ 5*t^6-4*t^7+ 3*t^8-2*t^9,1+6*z^2+3*z^4,(-3*a^(-8)-4*a^(-6))*z^(0)+(-4*a^(-11)-2*a^(-9)+2*a^(-7))*z^(1)+(-a^(-10)+10*a^(-8)+9*a^(-6)-2*a^(-4))*z^(2)+(3*a^(-11)+3*a^(-9)-3*a^(-7)-3*a^(-5))*z^(3)+(-9*a^(-8)-8*a^(-6)+a^(-4))*z^(4)+(-a^(-9)+a^(-7)+2*a^(-5))*z^(5)+(a^(-10)+4*a^(-8)+3*a^(-6))*z^(6)+(a^(-9)+a^(-7))*z^(7),(4*v^6-3*v^8)+(2*v^4+6*v^6-2*v^8)*z^2+(v^4+2*v^6)*z^4
10_1,[[2;11;3;12];[4;20;5;19];[6;18;7;17];[8;16;9;15];[10;14;11;13];[12;1;13;2];[14;10;15;9];[16;8;17;7];[18;6;19;5];[20;4;1;3]],4-9*t+4*t^2,t^(-2)-t^(-1)+ 2-2*t+ 2*t^2-2*t^3+ 2*t^4-2*t^5+ t^6-t^7+ t^8,1-4*z^2,(a^(-8)+a^(-6)-a^2)*z^(0)+(4*a^(-7)+4*a^(-5))*z^(1)+(-10*a^(-8)-11*a^(-6)+a^2)*z^(2)+(-14*a^(-7)-11*a^(-5)+a^(-3)-a^(-1)+a)*z^(3)+(15*a^(-8)+21*a^(-6)+3*a^(-4)-2*a^(-2)+1)*z^(4)+(16*a^(-7)+12*a^(-5)-3*a^(-3)+a^(-1))*z^(5)+(-7*a^(-8)-12*a^(-6)-4*a^(-4)+a^(-2))*z^(6)+(-7*a^(-7)-6*a^(-5)+a^(-3))*z^(7)+(a^(-8)+2*a^(-6)+a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(v^(-2)-v^6+v^8)+(-1-v^2-v^4-v^6)*z^2
10_2,[[1;13;2;12];[3;14;4;15];[5;3;6;2];[7;17;8;16];[9;19;10;18];[11;1;12;20];[13;4;14;5];[15;7;16;6];[17;9;18;8];[19;11;20;10]],1-3*t+3*t^2-3*t^3+3*t^4-3*t^5+3*t^6-3*t^7+t^8,t-t^2+ 2*t^3-2*t^4+ 3*t^5-3*t^6+ 3*t^7-3*t^8+ 2*t^9-2*t^10+ t^11,1+2*z^2-5*z^4-5*z^6-z^8,(a^(-8)+4*a^(-6)+4*a^(-4))*z^(0)+(-a^(-13)-a^(-11)+a^(-9)-a^(-7)-2*a^(-5))*z^(1)+(a^(-14)-a^(-12)-5*a^(-8)-21*a^(-6)-14*a^(-4))*z^(2)+(2*a^(-13)-2*a^(-11)+2*a^(-9)+3*a^(-7)-3*a^(-5))*z^(3)+(2*a^(-12)-4*a^(-10)+11*a^(-8)+33*a^(-6)+16*a^(-4))*z^(4)+(2*a^(-11)-6*a^(-9)+2*a^(-7)+10*a^(-5))*z^(5)+(2*a^(-10)-9*a^(-8)-18*a^(-6)-7*a^(-4))*z^(6)+(2*a^(-9)-4*a^(-7)-6*a^(-5))*z^(7)+(2*a^(-8)+3*a^(-6)+a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(4*v^4-4*v^6+v^8)+(10*v^4-14*v^6+6*v^8)*z^2+(6*v^4-16*v^6+5*v^8)*z^4+(v^4-7*v^6+v^8)*z^6-v^6*z^8
10_3,[[2;10;3;9];[4;17;5;18];[6;15;7;16];[8;4;9;3];[10;2;11;1];[12;20;13;19];[14;7;15;8];[16;5;17;6];[18;14;19;13];[20;12;1;11]],6-13*t+6*t^2,t^(-4)-t^(-3)+ 2*t^(-2)-3*t^(-1)+ 4-4*t+ 3*t^2-3*t^3+ 2*t^4-t^5+ t^6,1-6*z^2,(-a^(-6)+a^(-2)+a^4)*z^(0)+(6*a^(-3)+6*a^(-1))*z^(1)+(6*a^(-6)-2*a^(-4)-12*a^(-2)+a^2-3*a^4)*z^(2)+(3*a^(-5)-18*a^(-3)-15*a^(-1)+4*a-2*a^3)*z^(3)+(-5*a^(-6)+4*a^(-4)+18*a^(-2)+6-2*a^2+a^4)*z^(4)+(-4*a^(-5)+15*a^(-3)+15*a^(-1)-3*a+a^3)*z^(5)+(a^(-6)-4*a^(-4)-10*a^(-2)-4+a^2)*z^(6)+(a^(-5)-6*a^(-3)-6*a^(-1)+a)*z^(7)+(a^(-4)+2*a^(-2)+1)*z^(8)+(a^(-3)+a^(-1))*z^(9),(v^(-4)-v^2+v^6)+(-v^(-2)-2-2*v^2-v^4)*z^2
10_4,[[2;13;3;14];[4;11;5;12];[6;20;7;19];[8;18;9;17];[10;16;11;15];[12;1;13;2];[14;3;15;4];[16;10;17;9];[18;8;19;7];[20;6;1;5]],3-7*t+7*t^2-7*t^3+3*t^4,t^(-5)-2*t^(-4)+ 3*t^(-3)-3*t^(-2)+ 4*t^(-1)-4+ 3*t-3*t^2+ 2*t^3-t^4+ t^5,1-5*z^2-3*z^4,(2*a^(-4)+2*a^(-2)+a^4)*z^(0)+(2*a^(-3)-a^(-1)-3*a)*z^(1)+(-13*a^(-4)-16*a^(-2)+1-3*a^4+a^6)*z^(2)+(-7*a^(-3)+7*a^(-1)+8*a-4*a^3+2*a^5)*z^(3)+(16*a^(-4)+29*a^(-2)+4-6*a^2+3*a^4)*z^(4)+(11*a^(-3)-2*a^(-1)-10*a+3*a^3)*z^(5)+(-7*a^(-4)-17*a^(-2)-7+3*a^2)*z^(6)+(-6*a^(-3)-3*a^(-1)+3*a)*z^(7)+(a^(-4)+3*a^(-2)+2)*z^(8)+(a^(-3)+a^(-1))*z^(9),(v^(-4)-2*v^2+2*v^4)+(v^(-4)-2*v^(-2)-2-3*v^2+v^4)*z^2+(-v^(-2)-1-v^2)*z^4
10_5,[[2;13;3;14];[4;17;5;18];[6;16;7;15];[8;6;9;5];[10;19;11;20];[12;1;13;2];[14;3;15;4];[16;8;17;7];[18;9;19;10];[20;11;1;12]],1-3*t+5*t^2-5*t^3+5*t^4-5*t^5+5*t^6-3*t^7+t^8,-t^(-9)+ 2*t^(-8)-3*t^(-7)+ 4*t^(-6)-5*t^(-5)+ 5*t^(-4)-4*t^(-3)+ 4*t^(-2)-2*t^(-1)+ 2-t,1+4*z^2+7*z^4+5*z^6+z^8,(a^2+5*a^4+3*a^6)*z^(0)+(-a-2*a^3-3*a^5-a^7-a^11)*z^(1)+(-10*a^2-22*a^4-9*a^6+a^8-2*a^10)*z^(2)+(6*a+7*a^3+6*a^5+3*a^7-a^9+a^11)*z^(3)+(18*a^2+32*a^4+10*a^6-2*a^8+2*a^10)*z^(4)+(-5*a-2*a^3-3*a^5-4*a^7+2*a^9)*z^(5)+(-11*a^2-20*a^4-7*a^6+2*a^8)*z^(6)+(a-3*a^3-2*a^5+2*a^7)*z^(7)+(2*a^2+4*a^4+2*a^6)*z^(8)+(a^3+a^5)*z^(9),(-3*v^(-6)+5*v^(-4)-v^(-2))+(-7*v^(-6)+17*v^(-4)-6*v^(-2))*z^2+(-5*v^(-6)+17*v^(-4)-5*v^(-2))*z^4+(-v^(-6)+7*v^(-4)-v^(-2))*z^6+(v^(-4))*z^8
10_6,[[2;11;3;12];[4;16;5;15];[6;18;7;17];[8;20;9;19];[10;14;11;13];[12;1;13;2];[14;10;15;9];[16;6;17;5];[18;8;19;7];[20;4;1;3]],2-6*t+7*t^2-7*t^3+7*t^4-6*t^5+2*t^6,1-t+ 3*t^2-4*t^3+ 5*t^4-6*t^5+ 6*t^6-5*t^7+ 3*t^8-2*t^9+ t^10,1-z^2-6*z^4-2*z^6,(a^(-8)+a^(-6)-2*a^(-4)-3*a^(-2))*z^(0)+(a^(-11)+3*a^(-5)+2*a^(-3))*z^(1)+(-2*a^(-12)+a^(-10)-5*a^(-8)-10*a^(-6)+5*a^(-4)+7*a^(-2))*z^(2)+(-4*a^(-11)+4*a^(-9)-2*a^(-7)-10*a^(-5))*z^(3)+(a^(-12)-3*a^(-10)+12*a^(-8)+18*a^(-6)-3*a^(-4)-5*a^(-2))*z^(4)+(2*a^(-11)-4*a^(-9)+5*a^(-7)+8*a^(-5)-3*a^(-3))*z^(5)+(2*a^(-10)-7*a^(-8)-12*a^(-6)-2*a^(-4)+a^(-2))*z^(6)+(2*a^(-9)-3*a^(-7)-4*a^(-5)+a^(-3))*z^(7)+(2*a^(-8)+3*a^(-6)+a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(3*v^2-2*v^4-v^6+v^8)+(4*v^2-4*v^4-4*v^6+3*v^8)*z^2+(v^2-4*v^4-4*v^6+v^8)*z^4+(-v^4-v^6)*z^6
10_7,[[1;12;2;13];[3;15;4;14];[5;19;6;18];[7;17;8;16];[9;1;10;20];[11;2;12;3];[13;11;14;10];[15;9;16;8];[17;7;18;6];[19;5;20;4]],3-11*t+15*t^2-11*t^3+3*t^4,t^(-1)-2+ 4*t-5*t^2+ 7*t^3-7*t^4+ 6*t^5-5*t^6+ 3*t^7-2*t^8+ t^9,1-z^2-3*z^4,(a^(-8)+2*a^(-6)+a^(-4)+1)*z^(0)+(-3*a^(-9)-5*a^(-7)-2*a^(-5))*z^(1)+(3*a^(-10)-3*a^(-8)-10*a^(-6)-4*a^(-4)-2*a^(-2)-2)*z^(2)+(8*a^(-9)+10*a^(-7)+6*a^(-5)+a^(-3)-3*a^(-1))*z^(3)+(-4*a^(-10)+6*a^(-8)+20*a^(-6)+8*a^(-4)-a^(-2)+1)*z^(4)+(-8*a^(-9)-6*a^(-7)-2*a^(-5)-2*a^(-3)+2*a^(-1))*z^(5)+(a^(-10)-7*a^(-8)-15*a^(-6)-5*a^(-4)+2*a^(-2))*z^(6)+(2*a^(-9)-a^(-7)-a^(-5)+2*a^(-3))*z^(7)+(2*a^(-8)+4*a^(-6)+2*a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(1+v^4-2*v^6+v^8)+(1-v^2-2*v^6+v^8)*z^2+(-v^2-v^4-v^6)*z^4
10_8,[[1;12;2;13];[3;10;4;11];[5;15;6;14];[7;17;8;16];[9;19;10;18];[11;2;12;3];[13;20;14;1];[15;7;16;6];[17;9;18;8];[19;5;20;4]],2-5*t+5*t^2-5*t^3+5*t^4-5*t^5+2*t^6,t^(-2)-t^(-1)+ 2-3*t+ 4*t^2-4*t^3+ 4*t^4-4*t^5+ 3*t^6-2*t^7+ t^8,1-3*z^2-7*z^4-2*z^6,(-a^(-6)+3*a^(-2)+3)*z^(0)+(2*a^(-7)+a^(-5)-a^(-3))*z^(1)+(a^(-10)-2*a^(-8)+5*a^(-6)+3*a^(-4)-18*a^(-2)-13)*z^(2)+(2*a^(-9)-7*a^(-7)+2*a^(-5)+5*a^(-3)-6*a^(-1))*z^(3)+(3*a^(-8)-10*a^(-6)+a^(-4)+30*a^(-2)+16)*z^(4)+(4*a^(-7)-8*a^(-5)-a^(-3)+11*a^(-1))*z^(5)+(4*a^(-6)-6*a^(-4)-17*a^(-2)-7)*z^(6)+(3*a^(-5)-3*a^(-3)-6*a^(-1))*z^(7)+(2*a^(-4)+3*a^(-2)+1)*z^(8)+(a^(-3)+a^(-1))*z^(9),(3-3*v^2+v^6)+(4-7*v^2-3*v^4+3*v^6)*z^2+(1-5*v^2-4*v^4+v^6)*z^4+(-v^2-v^4)*z^6
10_9,[[1;13;2;12];[3;16;4;17];[5;14;6;15];[7;3;8;2];[9;19;10;18];[11;1;12;20];[13;4;14;5];[15;6;16;7];[17;9;18;8];[19;11;20;10]],1-3*t+5*t^2-7*t^3+7*t^4-7*t^5+5*t^6-3*t^7+t^8,t^(-3)-2*t^(-2)+ 3*t^(-1)-4+ 6*t-6*t^2+ 6*t^3-5*t^4+ 3*t^5-2*t^6+ t^7,1-2*z^2-7*z^4-5*z^6-z^8,(2*a^(-4)+4*a^(-2)+3)*z^(0)+(a^(-7)-2*a^(-3)-2*a^(-1)-a)*z^(1)+(-2*a^(-8)+a^(-6)-8*a^(-4)-22*a^(-2)-8+3*a^2)*z^(2)+(-4*a^(-7)+4*a^(-5)+5*a^(-3)+4*a^(-1)+7*a)*z^(3)+(a^(-8)-3*a^(-6)+13*a^(-4)+31*a^(-2)+10-4*a^2)*z^(4)+(2*a^(-7)-4*a^(-5)-2*a^(-1)-8*a)*z^(5)+(2*a^(-6)-7*a^(-4)-18*a^(-2)-8+a^2)*z^(6)+(2*a^(-5)-2*a^(-3)-2*a^(-1)+2*a)*z^(7)+(2*a^(-4)+4*a^(-2)+2)*z^(8)+(a^(-3)+a^(-1))*z^(9),(3-4*v^2+2*v^4)+(7-16*v^2+7*v^4)*z^2+(5-17*v^2+5*v^4)*z^4+(1-7*v^2+v^4)*z^6-v^2*z^8
10_10,[[1;11;2;10];[3;18;4;19];[5;16;6;17];[7;14;8;15];[9;13;10;12];[11;3;12;2];[13;20;14;1];[15;6;16;7];[17;4;18;5];[19;8;20;9]],3-11*t+17*t^2-11*t^3+3*t^4,-t^(-7)+ 2*t^(-6)-3*t^(-5)+ 5*t^(-4)-6*t^(-3)+ 7*t^(-2)-7*t^(-1)+ 6-4*t+ 3*t^2-t^3,1+z^2+3*z^4,(1+a^2+2*a^4+a^6)*z^(0)+(-a-4*a^3-6*a^5-3*a^7)*z^(1)+(-2*a^(-2)-2-4*a^2-12*a^4-8*a^6)*z^(2)+(a^(-3)-3*a^(-1)+3*a+17*a^3+17*a^5+7*a^7)*z^(3)+(3*a^(-2)-3+5*a^2+26*a^4+15*a^6)*z^(4)+(4*a^(-1)-7*a-16*a^3-10*a^5-5*a^7)*z^(5)+(4-7*a^2-21*a^4-10*a^6)*z^(6)+(4*a+2*a^3-a^5+a^7)*z^(7)+(3*a^2+5*a^4+2*a^6)*z^(8)+(a^3+a^5)*z^(9),(-v^(-6)+2*v^(-4)-v^(-2)+1)+(-v^(-6)+2*v^(-4)+1-v^2)*z^2+(v^(-4)+v^(-2)+1)*z^4
10_11,[[2;15;3;16];[4;13;5;14];[6;2;7;1];[8;18;9;17];[10;20;11;19];[12;5;13;6];[14;3;15;4];[16;12;17;11];[18;10;19;9];[20;8;1;7]],4-11*t+13*t^2-11*t^3+4*t^4,t^(-3)-t^(-2)+ 3*t^(-1)-5+ 6*t-7*t^2+ 7*t^3-6*t^4+ 4*t^5-2*t^6+ t^7,1-5*z^2-4*z^4,(-a^(-6)+a^(-2)-1-2*a^2)*z^(0)+(-2*a^(-5)+2*a^(-3)+5*a^(-1)+a)*z^(1)+(-2*a^(-8)+5*a^(-6)-12*a^(-2)+2+7*a^2)*z^(2)+(-3*a^(-7)+9*a^(-5)-5*a^(-3)-16*a^(-1)+a)*z^(3)+(a^(-8)-6*a^(-6)+5*a^(-4)+16*a^(-2)-1-5*a^2)*z^(4)+(2*a^(-7)-7*a^(-5)+5*a^(-3)+11*a^(-1)-3*a)*z^(5)+(3*a^(-6)-4*a^(-4)-10*a^(-2)-2+a^2)*z^(6)+(3*a^(-5)-2*a^(-3)-4*a^(-1)+a)*z^(7)+(2*a^(-4)+3*a^(-2)+1)*z^(8)+(a^(-3)+a^(-1))*z^(9),(2*v^(-2)-1-v^2+v^6)+(v^(-2)-2-4*v^2-v^4+v^6)*z^2+(-1-2*v^2-v^4)*z^4
10_12,[[2;11;3;12];[4;18;5;17];[6;13;7;14];[8;19;9;20];[10;1;11;2];[12;7;13;8];[14;5;15;6];[16;4;17;3];[18;16;19;15];[20;9;1;10]],2-6*t+10*t^2-11*t^3+10*t^4-6*t^5+2*t^6,-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 6*t^(-5)-7*t^(-4)+ 8*t^(-3)-7*t^(-2)+ 6*t^(-1)-3+ 2*t-t^2,1+4*z^2+6*z^4+2*z^6,(-1-2*a^2+2*a^4+2*a^6)*z^(0)+(a^(-1)+a-a^3-3*a^5+2*a^9)*z^(1)+(4+2*a^2-12*a^4-8*a^6+2*a^8)*z^(2)+(-3*a^(-1)+5*a^3+4*a^5-a^7-3*a^9)*z^(3)+(-6+4*a^2+23*a^4+8*a^6-5*a^8)*z^(4)+(a^(-1)-4*a-a^3-3*a^7+a^9)*z^(5)+(2-5*a^2-14*a^4-5*a^6+2*a^8)*z^(6)+(2*a-a^3-a^5+2*a^7)*z^(7)+(2*a^2+4*a^4+2*a^6)*z^(8)+(a^3+a^5)*z^(9),(-2*v^(-6)+2*v^(-4)+2*v^(-2)-1)+(-3*v^(-6)+5*v^(-4)+5*v^(-2)-3)*z^2+(-v^(-6)+4*v^(-4)+4*v^(-2)-1)*z^4+(v^(-4)+v^(-2))*z^6
10_13,[[2;17;3;18];[4;8;5;7];[6;13;7;14];[8;2;9;1];[10;20;11;19];[12;16;13;15];[14;5;15;6];[16;3;17;4];[18;12;19;11];[20;10;1;9]],2-13*t+23*t^2-13*t^3+2*t^4,t^(-4)-2*t^(-3)+ 5*t^(-2)-7*t^(-1)+ 8-9*t+ 8*t^2-6*t^3+ 4*t^4-2*t^5+ t^6,1-5*z^2+2*z^4,(-a^(-6)-a^(-4)-a^(-2)-1+a^4)*z^(0)+(-a^(-5)+a^(-3)-2*a)*z^(1)+(4*a^(-6)+2*a^(-4)-a^(-2)+4+a^2-2*a^4)*z^(2)+(6*a^(-5)+a^(-3)+3*a-2*a^3)*z^(3)+(-4*a^(-6)+a^(-4)+6*a^(-2)-3-3*a^2+a^4)*z^(4)+(-7*a^(-5)-4*a^(-3)-2*a^(-1)-3*a+2*a^3)*z^(5)+(a^(-6)-5*a^(-4)-9*a^(-2)+3*a^2)*z^(6)+(2*a^(-5)+a^(-1)+3*a)*z^(7)+(2*a^(-4)+4*a^(-2)+2)*z^(8)+(a^(-3)+a^(-1))*z^(9),(v^(-4)-1+v^2-v^4+v^6)+(-2*v^(-2)-1-2*v^4)*z^2+(1+v^2)*z^4
10_14,[[1;14;2;15];[3;17;4;16];[5;11;6;10];[7;19;8;18];[9;1;10;20];[11;5;12;4];[13;2;14;3];[15;13;16;12];[17;7;18;6];[19;9;20;8]],2-8*t+12*t^2-13*t^3+12*t^4-8*t^5+2*t^6,1-2*t+ 4*t^2-6*t^3+ 9*t^4-9*t^5+ 9*t^6-8*t^7+ 5*t^8-3*t^9+ t^10,1+2*z^2-4*z^4-2*z^6,(a^(-6)+a^(-4)-a^(-2))*z^(0)+(a^(-11)+2*a^(-9)-2*a^(-7)-4*a^(-5)-a^(-3))*z^(1)+(-a^(-12)-3*a^(-8)-9*a^(-6)-a^(-4)+4*a^(-2))*z^(2)+(-4*a^(-11)+8*a^(-7)+10*a^(-5)+6*a^(-3))*z^(3)+(a^(-12)-4*a^(-10)+5*a^(-8)+16*a^(-6)+2*a^(-4)-4*a^(-2))*z^(4)+(3*a^(-11)-4*a^(-9)-9*a^(-7)-9*a^(-5)-7*a^(-3))*z^(5)+(4*a^(-10)-4*a^(-8)-14*a^(-6)-5*a^(-4)+a^(-2))*z^(6)+(4*a^(-9)+3*a^(-7)+a^(-5)+2*a^(-3))*z^(7)+(3*a^(-8)+5*a^(-6)+2*a^(-4))*z^(8)+(a^(-7)+a^(-5))*z^(9),(v^2+v^4-v^6)+(3*v^2-v^4-2*v^6+2*v^8)*z^2+(v^2-3*v^4-3*v^6+v^8)*z^4+(-v^4-v^6)*z^6
10_15,[[2;6;3;5];[4;16;5;15];[6;2;7;1];[8;17;9;18];[10;19;11;20];[12;7;13;8];[14;4;15;3];[16;14;17;13];[18;9;19;10];[20;11;1;12]],2-6*t+9*t^2-9*t^3+9*t^4-6*t^5+2*t^6,-t^(-6)+ 2*t^(-5)-4*t^(-4)+ 6*t^(-3)-6*t^(-2)+ 7*t^(-1)-6+ 5*t-3*t^2+ 2*t^3-t^4,1+3*z^2+6*z^4+2*z^6,(a^(-2)+1-3*a^2-2*a^4)*z^(0)+(-2*a^(-3)-3*a^(-1)+3*a^3+a^5-a^7)*z^(1)+(-7*a^(-2)-7+8*a^2+7*a^4-a^6)*z^(2)+(7*a^(-3)+8*a^(-1)+a-3*a^3-2*a^5+a^7)*z^(3)+(15*a^(-2)+16-8*a^2-7*a^4+2*a^6)*z^(4)+(-5*a^(-3)-4*a^(-1)-5*a-3*a^3+3*a^5)*z^(5)+(-10*a^(-2)-15-a^2+4*a^4)*z^(6)+(a^(-3)-2*a^(-1)+3*a^3)*z^(7)+(2*a^(-2)+4+2*a^2)*z^(8)+(a^(-1)+a)*z^(9),(-2*v^(-4)+3*v^(-2)+1-v^2)+(-3*v^(-4)+5*v^(-2)+4-3*v^2)*z^2+(-v^(-4)+4*v^(-2)+4-v^2)*z^4+(v^(-2)+1)*z^6
10_16,[[1;10;2;11];[3;15;4;14];[5;17;6;16];[7;19;8;18];[9;2;10;3];[11;20;12;1];[13;9;14;8];[15;7;16;6];[17;5;18;4];[19;12;20;13]],4-12*t+15*t^2-12*t^3+4*t^4,t^(-3)-2*t^(-2)+ 4*t^(-1)-5+ 7*t-8*t^2+ 7*t^3-6*t^4+ 4*t^5-2*t^6+ t^7,1-4*z^2-4*z^4,(-a^(-6)+2*a^(-2)+1-a^2)*z^(0)+(-4*a^(-5)-4*a^(-3))*z^(1)+(-2*a^(-8)+5*a^(-6)+2*a^(-4)-11*a^(-2)-2+4*a^2)*z^(2)+(-3*a^(-7)+10*a^(-5)+8*a^(-3)+5*a)*z^(3)+(a^(-8)-6*a^(-6)+2*a^(-4)+17*a^(-2)+4-4*a^2)*z^(4)+(2*a^(-7)-7*a^(-5)-4*a^(-3)-2*a^(-1)-7*a)*z^(5)+(3*a^(-6)-3*a^(-4)-13*a^(-2)-6+a^2)*z^(6)+(3*a^(-5)-a^(-1)+2*a)*z^(7)+(2*a^(-4)+4*a^(-2)+2)*z^(8)+(a^(-3)+a^(-1))*z^(9),(v^(-2)+1-2*v^2+v^6)+(v^(-2)-1-4*v^2-v^4+v^6)*z^2+(-1-2*v^2-v^4)*z^4
10_17,[[6;2;7;1];[12;4;13;3];[20;15;1;16];[16;7;17;8];[18;9;19;10];[8;17;9;18];[10;19;11;20];[14;6;15;5];[2;12;3;11];[4;14;5;13]],1-3*t+5*t^2-7*t^3+9*t^4-7*t^5+5*t^6-3*t^7+t^8,-t^(-5)+ 2*t^(-4)-3*t^(-3)+ 5*t^(-2)-6*t^(-1)+ 7-6*t+ 5*t^2-3*t^3+ 2*t^4-t^5,1+2*z^2+7*z^4+5*z^6+z^8,(2*a^(-2)+5+2*a^2)*z^(0)+(a^(-5)-3*a^(-1)-3*a+a^5)*z^(1)+(3*a^(-4)-8*a^(-2)-22-8*a^2+3*a^4)*z^(2)+(-3*a^(-5)+2*a^(-3)+6*a^(-1)+6*a+2*a^3-3*a^5)*z^(3)+(-6*a^(-4)+11*a^(-2)+34+11*a^2-6*a^4)*z^(4)+(a^(-5)-5*a^(-3)-5*a^3+a^5)*z^(5)+(2*a^(-4)-7*a^(-2)-18-7*a^2+2*a^4)*z^(6)+(2*a^(-3)-2*a^(-1)-2*a+2*a^3)*z^(7)+(2*a^(-2)+4+2*a^2)*z^(8)+(a^(-1)+a)*z^(9),(-2*v^(-2)+5-2*v^2)+(-7*v^(-2)+16-7*v^2)*z^2+(-5*v^(-2)+17-5*v^2)*z^4+(-v^(-2)+7-v^2)*z^6+z^8
10_18,[[2;14;3;13];[4;10;5;9];[6;17;7;18];[8;15;9;16];[10;20;11;19];[12;2;13;1];[14;12;15;11];[16;7;17;8];[18;5;19;6];[20;4;1;3]],4-14*t+19*t^2-14*t^3+4*t^4,t^(-3)-2*t^(-2)+ 4*t^(-1)-6+ 8*t-9*t^2+ 9*t^3-7*t^4+ 5*t^5-3*t^6+ t^7,1-2*z^2-4*z^4,(a^(-4)+a^(-2)-a^2)*z^(0)+(-2*a^(-5)-4*a^(-3)-4*a^(-1)-2*a)*z^(1)+(-a^(-8)+a^(-6)-3*a^(-4)-8*a^(-2)+1+4*a^2)*z^(2)+(-4*a^(-7)+5*a^(-5)+14*a^(-3)+11*a^(-1)+6*a)*z^(3)+(a^(-8)-5*a^(-6)+6*a^(-4)+17*a^(-2)+1-4*a^2)*z^(4)+(3*a^(-7)-6*a^(-5)-12*a^(-3)-10*a^(-1)-7*a)*z^(5)+(4*a^(-6)-5*a^(-4)-15*a^(-2)-5+a^2)*z^(6)+(4*a^(-5)+3*a^(-3)+a^(-1)+2*a)*z^(7)+(3*a^(-4)+5*a^(-2)+2)*z^(8)+(a^(-3)+a^(-1))*z^(9),(v^(-2)-v^2+v^4)+(v^(-2)-1-3*v^2+v^6)*z^2+(-1-2*v^2-v^4)*z^4
