Name,PD Notation,Alexander,Jones,Conway,Kauffman,HOMFLY
8_17,[[6;2;7;1];[14;8;15;7];[8;3;9;4];[2;13;3;14];[12;5;13;6];[4;9;5;10];[16;12;1;11];[10;16;11;15]],1-4*t+8*t^2-11*t^3+8*t^4-4*t^5+t^6,t^(-4)-3*t^(-3)+ 5*t^(-2)-6*t^(-1)+ 7-6*t+ 5*t^2-3*t^3+ t^4,1-z^2-2*z^4-z^6,(-a^(-2)-1-a^2)*z^(0)+(a^(-3)+2*a^(-1)+2*a+a^3)*z^(1)+(-a^(-4)+3*a^(-2)+8+3*a^2-a^4)*z^(2)+(-4*a^(-3)-6*a^(-1)-6*a-4*a^3)*z^(3)+(a^(-4)-6*a^(-2)-14-6*a^2+a^4)*z^(4)+(3*a^(-3)+2*a^(-1)+2*a+3*a^3)*z^(5)+(4*a^(-2)+8+4*a^2)*z^(6)+(2*a^(-1)+2*a)*z^(7),(v^(-2)-1+v^2)+(2*v^(-2)-5+2*v^2)*z^2+(v^(-2)-4+v^2)*z^4-z^6
8_18,[[6;2;7;1];[8;3;9;4];[16;11;1;12];[2;14;3;13];[4;15;5;16];[10;6;11;5];[12;7;13;8];[14;10;15;9]],1-5*t+10*t^2-13*t^3+10*t^4-5*t^5+t^6,t^(-4)-4*t^(-3)+ 6*t^(-2)-7*t^(-1)+ 9-7*t+ 6*t^2-4*t^3+ t^4,1+z^2-z^4-z^6,(a^(-2)+3+a^2)*z^(0)+(a^(-1)+a)*z^(1)+(3*a^(-2)+6+3*a^2)*z^(2)+(-4*a^(-3)-9*a^(-1)-9*a-4*a^3)*z^(3)+(a^(-4)-9*a^(-2)-20-9*a^2+a^4)*z^(4)+(4*a^(-3)+3*a^(-1)+3*a+4*a^3)*z^(5)+(6*a^(-2)+12+6*a^2)*z^(6)+(3*a^(-1)+3*a)*z^(7),(-v^(-2)+3-v^2)+(v^(-2)-1+v^2)*z^2+(v^(-2)-3+v^2)*z^4-z^6
8_19,[[2;14;3;13];[5;11;6;10];[7;15;8;14];[9;5;10;4];[11;7;12;6];[12;2;13;1];[15;9;16;8];[16;4;1;3]],1-t+t^3-t^5+t^6,t^3+ t^5-t^8,1+5*z^2+5*z^4+z^6,(-a^(-10)-5*a^(-8)-5*a^(-6))*z^(0)+(5*a^(-9)+5*a^(-7))*z^(1)+(10*a^(-8)+10*a^(-6))*z^(2)+(-5*a^(-9)-5*a^(-7))*z^(3)+(-6*a^(-8)-6*a^(-6))*z^(4)+(a^(-9)+a^(-7))*z^(5)+(a^(-8)+a^(-6))*z^(6),(5*v^6-5*v^8+v^10)+(10*v^6-5*v^8)*z^2+(6*v^6-v^8)*z^4+v^6*z^6
8_20,[[1;7;2;6];[4;13;5;14];[5;9;6;8];[7;3;8;2];[10;15;11;16];[12;9;13;10];[14;3;15;4];[16;11;1;12]],1-2*t+3*t^2-2*t^3+t^4,-t^(-5)+ t^(-4)-t^(-3)+ 2*t^(-2)-t^(-1)+ 2-t,1+2*z^2+z^4,(-1-4*a^2-2*a^4)*z^(0)+(a^(-1)+3*a+5*a^3+3*a^5)*z^(1)+(2+6*a^2+4*a^4)*z^(2)+(-3*a-7*a^3-4*a^5)*z^(3)+(-4*a^2-4*a^4)*z^(4)+(a+2*a^3+a^5)*z^(5)+(a^2+a^4)*z^(6),(-2*v^(-4)+4*v^(-2)-1)+(-v^(-4)+4*v^(-2)-1)*z^2+(v^(-2))*z^4
8_21,[[1;7;2;6];[4;13;5;14];[5;9;6;8];[7;3;8;2];[9;13;10;12];[11;1;12;16];[14;3;15;4];[15;11;16;10]],1-4*t+5*t^2-4*t^3+t^4,2*t-2*t^2+ 3*t^3-3*t^4+ 2*t^5-2*t^6+ t^7,1-z^4,(-a^(-6)-3*a^(-4)-3*a^(-2))*z^(0)+(2*a^(-7)+4*a^(-5)+2*a^(-3))*z^(1)+(-2*a^(-8)+5*a^(-4)+3*a^(-2))*z^(2)+(-5*a^(-7)-6*a^(-5)-a^(-3))*z^(3)+(a^(-8)-a^(-6)-2*a^(-4))*z^(4)+(2*a^(-7)+3*a^(-5)+a^(-3))*z^(5)+(a^(-6)+a^(-4))*z^(6),(3*v^2-3*v^4+v^6)+(2*v^2-3*v^4+v^6)*z^2-v^4*z^4
9_1,[[1;11;2;10];[3;13;4;12];[5;15;6;14];[7;17;8;16];[9;1;10;18];[11;3;12;2];[13;5;14;4];[15;7;16;6];[17;9;18;8]],1-t+t^2-t^3+t^4-t^5+t^6-t^7+t^8,t^4+ t^6-t^7+ t^8-t^9+ t^10-t^11+ t^12-t^13,1+10*z^2+15*z^4+7*z^6+z^8,(4*a^(-10)+5*a^(-8))*z^(0)+(a^(-17)-a^(-15)+a^(-13)-a^(-11)-4*a^(-9))*z^(1)+(a^(-16)-2*a^(-14)+3*a^(-12)-14*a^(-10)-20*a^(-8))*z^(2)+(a^(-15)-3*a^(-13)+6*a^(-11)+10*a^(-9))*z^(3)+(a^(-14)-4*a^(-12)+16*a^(-10)+21*a^(-8))*z^(4)+(a^(-13)-5*a^(-11)-6*a^(-9))*z^(5)+(a^(-12)-7*a^(-10)-8*a^(-8))*z^(6)+(a^(-11)+a^(-9))*z^(7)+(a^(-10)+a^(-8))*z^(8),(5*v^8-4*v^10)+(20*v^8-10*v^10)*z^2+(21*v^8-6*v^10)*z^4+(8*v^8-v^10)*z^6+v^8*z^8
9_2,[[2;8;3;7];[4;14;5;13];[6;4;7;3];[8;2;9;1];[10;18;11;17];[12;16;13;15];[14;6;15;5];[16;12;17;11];[18;10;1;9]],4-7*t+4*t^2,t-t^2+ 2*t^3-2*t^4+ 2*t^5-2*t^6+ 2*t^7-t^8+ t^9-t^10,1+4*z^2,(a^(-10)+a^(-8)-a^(-2))*z^(0)+(-4*a^(-11)-4*a^(-9))*z^(1)+(-7*a^(-10)-6*a^(-8)+a^(-2))*z^(2)+(10*a^(-11)+13*a^(-9)+a^(-7)-a^(-5)+a^(-3))*z^(3)+(11*a^(-10)+8*a^(-8)-2*a^(-6)+a^(-4))*z^(4)+(-6*a^(-11)-10*a^(-9)-3*a^(-7)+a^(-5))*z^(5)+(-6*a^(-10)-5*a^(-8)+a^(-6))*z^(6)+(a^(-11)+2*a^(-9)+a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(v^2+v^8-v^10)+(v^2+v^4+v^6+v^8)*z^2
9_3,[[1;11;2;10];[3;15;4;14];[5;13;6;12];[7;17;8;16];[9;1;10;18];[11;3;12;2];[13;5;14;4];[15;7;16;6];[17;9;18;8]],2-3*t+3*t^2-3*t^3+3*t^4-3*t^5+2*t^6,t^3-t^4+ 2*t^5-2*t^6+ 3*t^7-3*t^8+ 3*t^9-2*t^10+ t^11-t^12,1+9*z^2+9*z^4+2*z^6,(3*a^(-10)+3*a^(-8)-a^(-6))*z^(0)+(-2*a^(-15)+a^(-13)-a^(-11)-4*a^(-9))*z^(1)+(-a^(-14)+3*a^(-12)-11*a^(-10)-9*a^(-8)+6*a^(-6))*z^(2)+(a^(-15)-a^(-13)+4*a^(-11)+9*a^(-9)+3*a^(-7))*z^(3)+(a^(-14)-2*a^(-12)+11*a^(-10)+9*a^(-8)-5*a^(-6))*z^(4)+(a^(-13)-3*a^(-11)-8*a^(-9)-4*a^(-7))*z^(5)+(a^(-12)-5*a^(-10)-5*a^(-8)+a^(-6))*z^(6)+(a^(-11)+2*a^(-9)+a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(v^6+3*v^8-3*v^10)+(6*v^6+7*v^8-4*v^10)*z^2+(5*v^6+5*v^8-v^10)*z^4+(v^6+v^8)*z^6
9_4,[[2;14;3;13];[4;12;5;11];[6;16;7;15];[8;18;9;17];[10;6;11;5];[12;4;13;3];[14;2;15;1];[16;8;17;7];[18;10;1;9]],3-5*t+5*t^2-5*t^3+3*t^4,t^2-t^3+ 2*t^4-3*t^5+ 4*t^6-3*t^7+ 3*t^8-2*t^9+ t^10-t^11,1+7*z^2+3*z^4,(2*a^(-10)+2*a^(-8)+a^(-4))*z^(0)+(3*a^(-13)-a^(-11)-4*a^(-9))*z^(1)+(a^(-12)-10*a^(-10)-7*a^(-8)+a^(-6)-3*a^(-4))*z^(2)+(-4*a^(-13)+2*a^(-11)+12*a^(-9)+4*a^(-7)-2*a^(-5))*z^(3)+(-3*a^(-12)+11*a^(-10)+11*a^(-8)-2*a^(-6)+a^(-4))*z^(4)+(a^(-13)-3*a^(-11)-8*a^(-9)-3*a^(-7)+a^(-5))*z^(5)+(a^(-12)-5*a^(-10)-5*a^(-8)+a^(-6))*z^(6)+(a^(-11)+2*a^(-9)+a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(v^4+2*v^8-2*v^10)+(3*v^4+2*v^6+3*v^8-v^10)*z^2+(v^4+v^6+v^8)*z^4
9_5,[[2;14;3;13];[4;12;5;11];[6;16;7;15];[8;18;9;17];[10;6;11;5];[12;4;13;3];[14;2;15;1];[16;10;17;9];[18;8;1;7]],6-11*t+6*t^2,t-2*t^2+ 3*t^3-3*t^4+ 4*t^5-3*t^6+ 3*t^7-2*t^8+ t^9-t^10,1+6*z^2,(a^(-10)-a^(-6)+a^(-4))*z^(0)+(-6*a^(-11)-6*a^(-9))*z^(1)+(-3*a^(-10)+4*a^(-8)+3*a^(-6)-3*a^(-4)+a^(-2))*z^(2)+(11*a^(-11)+18*a^(-9)+a^(-7)-4*a^(-5)+2*a^(-3))*z^(3)+(7*a^(-10)-3*a^(-8)-7*a^(-6)+3*a^(-4))*z^(4)+(-6*a^(-11)-14*a^(-9)-5*a^(-7)+3*a^(-5))*z^(5)+(-5*a^(-10)-2*a^(-8)+3*a^(-6))*z^(6)+(a^(-11)+3*a^(-9)+2*a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(v^4+v^6-v^10)+(v^2+2*v^4+2*v^6+v^8)*z^2
9_6,[[1;13;2;12];[3;7;4;6];[5;15;6;14];[7;3;8;2];[9;17;10;16];[11;1;12;18];[13;5;14;4];[15;9;16;8];[17;11;18;10]],2-4*t+5*t^2-5*t^3+5*t^4-4*t^5+2*t^6,t^3-t^4+ 3*t^5-3*t^6+ 4*t^7-5*t^8+ 4*t^9-3*t^10+ 2*t^11-t^12,1+7*z^2+8*z^4+2*z^6,(a^(-10)-a^(-8)-3*a^(-6))*z^(0)+(-a^(-15)-2*a^(-11)-a^(-9)+2*a^(-7))*z^(1)+(-2*a^(-14)+a^(-12)-3*a^(-10)+a^(-8)+7*a^(-6))*z^(2)+(a^(-15)-a^(-13)+6*a^(-11)+8*a^(-9))*z^(3)+(2*a^(-14)-2*a^(-12)+2*a^(-10)+a^(-8)-5*a^(-6))*z^(4)+(2*a^(-13)-5*a^(-11)-10*a^(-9)-3*a^(-7))*z^(5)+(2*a^(-12)-2*a^(-10)-3*a^(-8)+a^(-6))*z^(6)+(2*a^(-11)+3*a^(-9)+a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(3*v^6-v^8-v^10)+(7*v^6+3*v^8-3*v^10)*z^2+(5*v^6+4*v^8-v^10)*z^4+(v^6+v^8)*z^6
9_7,[[2;10;3;9];[4;12;5;11];[6;16;7;15];[8;6;9;5];[10;4;11;3];[12;2;13;1];[14;18;15;17];[16;8;17;7];[18;14;1;13]],3-7*t+9*t^2-7*t^3+3*t^4,t^2-t^3+ 3*t^4-4*t^5+ 5*t^6-5*t^7+ 4*t^8-3*t^9+ 2*t^10-t^11,1+5*z^2+3*z^4,(a^(-10)+a^(-8)+a^(-6)+2*a^(-4))*z^(0)+(a^(-13)-2*a^(-11)-3*a^(-9)-a^(-7)-a^(-5))*z^(1)+(3*a^(-12)-2*a^(-10)-4*a^(-8)-2*a^(-6)-3*a^(-4))*z^(2)+(-3*a^(-13)+5*a^(-11)+11*a^(-9)+2*a^(-7)-a^(-5))*z^(3)+(-6*a^(-12)+2*a^(-10)+7*a^(-8)+a^(-4))*z^(4)+(a^(-13)-6*a^(-11)-9*a^(-9)-a^(-7)+a^(-5))*z^(5)+(2*a^(-12)-2*a^(-10)-3*a^(-8)+a^(-6))*z^(6)+(2*a^(-11)+3*a^(-9)+a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(2*v^4-v^6+v^8-v^10)+(3*v^4+v^6+2*v^8-v^10)*z^2+(v^4+v^6+v^8)*z^4
9_8,[[1;16;2;17];[3;14;4;15];[5;11;6;10];[7;1;8;18];[9;13;10;12];[11;7;12;6];[13;4;14;5];[15;2;16;3];[17;9;18;8]],2-8*t+11*t^2-8*t^3+2*t^4,t^(-3)-2*t^(-2)+ 3*t^(-1)-4+ 5*t-5*t^2+ 5*t^3-3*t^4+ 2*t^5-t^6,1-2*z^4,(a^(-6)+2*a^(-4)-1-a^2)*z^(0)+(-a^(-7)-a^(-5)-a^(-3)-3*a^(-1)-2*a)*z^(1)+(-2*a^(-6)-3*a^(-4)+2*a^(-2)+7+4*a^2)*z^(2)+(a^(-7)+2*a^(-3)+11*a^(-1)+8*a)*z^(3)+(2*a^(-6)-4*a^(-2)-6-4*a^2)*z^(4)+(2*a^(-5)-3*a^(-3)-13*a^(-1)-8*a)*z^(5)+(2*a^(-4)-1+a^2)*z^(6)+(2*a^(-3)+4*a^(-1)+2*a)*z^(7)+(a^(-2)+1)*z^(8),(v^(-2)-1+2*v^4-v^6)+(v^(-2)-2-v^2+2*v^4)*z^2+(-1-v^2)*z^4
9_9,[[1;13;2;12];[3;9;4;8];[5;15;6;14];[7;17;8;16];[9;3;10;2];[11;1;12;18];[13;5;14;4];[15;7;16;6];[17;11;18;10]],2-4*t+6*t^2-7*t^3+6*t^4-4*t^5+2*t^6,t^3-t^4+ 3*t^5-4*t^6+ 5*t^7-5*t^8+ 5*t^9-4*t^10+ 2*t^11-t^12,1+8*z^2+8*z^4+2*z^6,(2*a^(-10)+a^(-8)-2*a^(-6))*z^(0)+(-a^(-15)+2*a^(-13)-2*a^(-9)+a^(-7))*z^(1)+(-a^(-14)+3*a^(-12)-6*a^(-10)-3*a^(-8)+7*a^(-6))*z^(2)+(a^(-15)-3*a^(-13)+5*a^(-9)+a^(-7))*z^(3)+(2*a^(-14)-4*a^(-12)+2*a^(-10)+3*a^(-8)-5*a^(-6))*z^(4)+(3*a^(-13)-2*a^(-11)-8*a^(-9)-3*a^(-7))*z^(5)+(3*a^(-12)-a^(-10)-3*a^(-8)+a^(-6))*z^(6)+(2*a^(-11)+3*a^(-9)+a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(2*v^6+v^8-2*v^10)+(7*v^6+4*v^8-3*v^10)*z^2+(5*v^6+4*v^8-v^10)*z^4+(v^6+v^8)*z^6
9_10,[[1;13;2;12];[3;11;4;10];[5;17;6;16];[7;15;8;14];[9;1;10;18];[11;3;12;2];[13;5;14;4];[15;7;16;6];[17;9;18;8]],4-8*t+9*t^2-8*t^3+4*t^4,t^2-2*t^3+ 4*t^4-5*t^5+ 6*t^6-5*t^7+ 5*t^8-3*t^9+ t^10-t^11,1+8*z^2+4*z^4,(2*a^(-10)+a^(-8)-2*a^(-6))*z^(0)+(4*a^(-13)-4*a^(-9))*z^(1)+(-11*a^(-10)-2*a^(-8)+7*a^(-6)-2*a^(-4))*z^(2)+(-4*a^(-13)-a^(-11)+9*a^(-9)+3*a^(-7)-3*a^(-5))*z^(3)+(-2*a^(-12)+9*a^(-10)+3*a^(-8)-7*a^(-6)+a^(-4))*z^(4)+(a^(-13)-a^(-11)-7*a^(-9)-3*a^(-7)+2*a^(-5))*z^(5)+(a^(-12)-3*a^(-10)-a^(-8)+3*a^(-6))*z^(6)+(a^(-11)+3*a^(-9)+2*a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(2*v^6+v^8-2*v^10)+(2*v^4+5*v^6+2*v^8-v^10)*z^2+(v^4+2*v^6+v^8)*z^4
9_11,[[2;7;3;8];[4;13;5;14];[6;15;7;16];[8;12;9;11];[10;17;11;18];[12;3;13;4];[14;5;15;6];[16;2;17;1];[18;9;1;10]],1-5*t+7*t^2-7*t^3+7*t^4-5*t^5+t^6,-t^(-9)+ 2*t^(-8)-4*t^(-7)+ 5*t^(-6)-5*t^(-5)+ 6*t^(-4)-4*t^(-3)+ 3*t^(-2)-2*t^(-1)+ 1,1+4*z^2-z^4-z^6,(-a^2-a^4-3*a^6-2*a^8)*z^(0)+(-a^3-2*a^5+2*a^7+2*a^9-a^11)*z^(1)+(4*a^2+5*a^4+6*a^6+4*a^8-a^10)*z^(2)+(8*a^3+9*a^5-3*a^7-3*a^9+a^11)*z^(3)+(-4*a^2-5*a^4-7*a^6-4*a^8+2*a^10)*z^(4)+(-8*a^3-12*a^5-a^7+3*a^9)*z^(5)+(a^2-a^4+a^6+3*a^8)*z^(6)+(2*a^3+4*a^5+2*a^7)*z^(7)+(a^4+a^6)*z^(8),(-2*v^(-8)+3*v^(-6)-v^(-4)+v^(-2))+(-v^(-8)+6*v^(-6)-4*v^(-4)+3*v^(-2))*z^2+(2*v^(-6)-4*v^(-4)+v^(-2))*z^4+(-v^(-4))*z^6
9_12,[[2;9;3;10];[4;16;5;15];[6;14;7;13];[8;3;9;4];[10;18;11;17];[12;8;13;7];[14;6;15;5];[16;2;17;1];[18;12;1;11]],2-9*t+13*t^2-9*t^3+2*t^4,t^(-1)-2+ 4*t-5*t^2+ 6*t^3-6*t^4+ 5*t^5-3*t^6+ 2*t^7-t^8,1+z^2-2*z^4,(-a^(-8)-2*a^(-6)-a^(-4)+1)*z^(0)+(a^(-9)-a^(-7)-4*a^(-5)-2*a^(-3))*z^(1)+(4*a^(-8)+7*a^(-6)+3*a^(-4)-2*a^(-2)-2)*z^(2)+(-3*a^(-9)+3*a^(-7)+13*a^(-5)+4*a^(-3)-3*a^(-1))*z^(3)+(-6*a^(-8)-5*a^(-6)-a^(-4)-a^(-2)+1)*z^(4)+(a^(-9)-5*a^(-7)-11*a^(-5)-3*a^(-3)+2*a^(-1))*z^(5)+(2*a^(-8)+2*a^(-2))*z^(6)+(2*a^(-7)+4*a^(-5)+2*a^(-3))*z^(7)+(a^(-6)+a^(-4))*z^(8),(1-v^4+2*v^6-v^8)+(1-v^2-v^4+2*v^6)*z^2+(-v^2-v^4)*z^4
9_13,[[2;12;3;11];[4;14;5;13];[6;16;7;15];[8;18;9;17];[10;6;11;5];[12;4;13;3];[14;2;15;1];[16;10;17;9];[18;8;1;7]],4-9*t+11*t^2-9*t^3+4*t^4,t^2-2*t^3+ 4*t^4-5*t^5+ 7*t^6-6*t^7+ 5*t^8-4*t^9+ 2*t^10-t^11,1+7*z^2+4*z^4,(a^(-10)-a^(-8)-3*a^(-6))*z^(0)+(2*a^(-13)-2*a^(-11)-3*a^(-9)+a^(-7))*z^(1)+(2*a^(-12)-2*a^(-10)+6*a^(-8)+8*a^(-6)-2*a^(-4))*z^(2)+(-3*a^(-13)+2*a^(-11)+9*a^(-9)+a^(-7)-3*a^(-5))*z^(3)+(-5*a^(-12)-a^(-10)-4*a^(-8)-7*a^(-6)+a^(-4))*z^(4)+(a^(-13)-4*a^(-11)-9*a^(-9)-2*a^(-7)+2*a^(-5))*z^(5)+(2*a^(-12)+a^(-8)+3*a^(-6))*z^(6)+(2*a^(-11)+4*a^(-9)+2*a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(3*v^6-v^8-v^10)+(2*v^4+5*v^6+v^8-v^10)*z^2+(v^4+2*v^6+v^8)*z^4
9_14,[[1;12;2;13];[3;10;4;11];[5;16;6;17];[7;1;8;18];[9;4;10;5];[11;2;12;3];[13;9;14;8];[15;6;16;7];[17;15;18;14]],2-9*t+15*t^2-9*t^3+2*t^4,t^(-6)-2*t^(-5)+ 3*t^(-4)-5*t^(-3)+ 6*t^(-2)-6*t^(-1)+ 6-4*t+ 3*t^2-t^3,1-z^2+2*z^4,(1-a^2-2*a^4-a^6)*z^(0)+(-2*a-5*a^3-3*a^5)*z^(1)+(-2*a^(-2)+8*a^2+10*a^4+4*a^6)*z^(2)+(a^(-3)-3*a^(-1)+2*a+15*a^3+9*a^5)*z^(3)+(3*a^(-2)-4-12*a^2-9*a^4-4*a^6)*z^(4)+(4*a^(-1)-4*a-16*a^3-8*a^5)*z^(5)+(4+3*a^2+a^6)*z^(6)+(3*a+5*a^3+2*a^5)*z^(7)+(a^2+a^4)*z^(8),(v^(-6)-2*v^(-4)+v^(-2)+1)+(-2*v^(-4)+v^(-2)+1-v^2)*z^2+(v^(-2)+1)*z^4
9_15,[[2;9;3;10];[4;7;5;8];[6;15;7;16];[8;3;9;4];[10;14;11;13];[12;17;13;18];[14;5;15;6];[16;2;17;1];[18;11;1;12]],2-10*t+15*t^2-10*t^3+2*t^4,-t^(-8)+ 2*t^(-7)-4*t^(-6)+ 6*t^(-5)-6*t^(-4)+ 7*t^(-3)-6*t^(-2)+ 4*t^(-1)-2+ t,1+2*z^2-2*z^4,(1+a^2+a^4-a^6-a^8)*z^(0)+(a+a^3-a^5+a^7+2*a^9)*z^(1)+(-2-3*a^2-2*a^4+2*a^6+3*a^8)*z^(2)+(-3*a+5*a^5-a^7-3*a^9)*z^(3)+(1-4*a^6-5*a^8)*z^(4)+(2*a-a^3-7*a^5-3*a^7+a^9)*z^(5)+(2*a^2+a^4+a^6+2*a^8)*z^(6)+(2*a^3+4*a^5+2*a^7)*z^(7)+(a^4+a^6)*z^(8),(-v^(-8)+v^(-6)+v^(-4)-v^(-2)+1)+(2*v^(-6)-v^(-2)+1)*z^2+(-v^(-4)-v^(-2))*z^4
9_16,[[1;9;2;8];[3;11;4;10];[5;15;6;14];[7;5;8;4];[9;3;10;2];[11;17;12;16];[13;1;14;18];[15;7;16;6];[17;13;18;12]],2-5*t+8*t^2-9*t^3+8*t^4-5*t^5+2*t^6,t^3-t^4+ 4*t^5-5*t^6+ 6*t^7-7*t^8+ 6*t^9-5*t^10+ 3*t^11-t^12,1+6*z^2+7*z^4+2*z^6,(-3*a^(-8)-4*a^(-6))*z^(0)+(2*a^(-13)+2*a^(-11)+4*a^(-9)+4*a^(-7))*z^(1)+(-a^(-14)+2*a^(-12)+a^(-10)+6*a^(-8)+8*a^(-6))*z^(2)+(a^(-15)-5*a^(-13)-5*a^(-11)-a^(-9)-2*a^(-7))*z^(3)+(3*a^(-14)-6*a^(-12)-8*a^(-10)-4*a^(-8)-5*a^(-6))*z^(4)+(5*a^(-13)-a^(-11)-8*a^(-9)-2*a^(-7))*z^(5)+(5*a^(-12)+3*a^(-10)-a^(-8)+a^(-6))*z^(6)+(3*a^(-11)+4*a^(-9)+a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(4*v^6-3*v^8)+(8*v^6-2*v^10)*z^2+(5*v^6+3*v^8-v^10)*z^4+(v^6+v^8)*z^6
9_17,[[1;9;2;8];[3;12;4;13];[5;16;6;17];[7;1;8;18];[9;3;10;2];[11;4;12;5];[13;11;14;10];[15;6;16;7];[17;15;18;14]],1-5*t+9*t^2-9*t^3+9*t^4-5*t^5+t^6,t^(-3)-2*t^(-2)+ 4*t^(-1)-5+ 6*t-7*t^2+ 6*t^3-4*t^4+ 3*t^5-t^6,1-2*z^2+z^4+z^6,(-2*a^(-2)-3-2*a^2)*z^(0)+(a^(-5)+3*a^(-3)+a^(-1)-a)*z^(1)+(-2*a^(-6)-a^(-4)+9*a^(-2)+13+5*a^2)*z^(2)+(a^(-7)-3*a^(-5)-4*a^(-3)+6*a^(-1)+6*a)*z^(3)+(3*a^(-6)-3*a^(-4)-14*a^(-2)-12-4*a^2)*z^(4)+(4*a^(-5)-2*a^(-3)-13*a^(-1)-7*a)*z^(5)+(4*a^(-4)+4*a^(-2)+1+a^2)*z^(6)+(3*a^(-3)+5*a^(-1)+2*a)*z^(7)+(a^(-2)+1)*z^(8),(2*v^(-2)-3+2*v^2)+(v^(-2)-6+5*v^2-2*v^4)*z^2+(-2+4*v^2-v^4)*z^4+v^2*z^6
9_18,[[2;12;3;11];[4;2;5;1];[6;16;7;15];[8;14;9;13];[10;18;11;17];[12;4;13;3];[14;8;15;7];[16;10;17;9];[18;6;1;5]],4-10*t+13*t^2-10*t^3+4*t^4,t^2-2*t^3+ 5*t^4-6*t^5+ 7*t^6-7*t^7+ 6*t^8-4*t^9+ 2*t^10-t^11,1+6*z^2+4*z^4,(a^(-10)-a^(-6)+a^(-4))*z^(0)+(2*a^(-13)+2*a^(-7))*z^(1)+(3*a^(-12)-2*a^(-10)+3*a^(-6)-2*a^(-4))*z^(2)+(-3*a^(-13)+a^(-9)-4*a^(-7)-2*a^(-5))*z^(3)+(-5*a^(-12)-2*a^(-10)-2*a^(-8)-4*a^(-6)+a^(-4))*z^(4)+(a^(-13)-3*a^(-11)-5*a^(-9)+a^(-7)+2*a^(-5))*z^(5)+(2*a^(-12)+a^(-10)+2*a^(-8)+3*a^(-6))*z^(6)+(2*a^(-11)+4*a^(-9)+2*a^(-7))*z^(7)+(a^(-10)+a^(-8))*z^(8),(v^4+v^6-v^10)+(2*v^4+4*v^6+v^8-v^10)*z^2+(v^4+2*v^6+v^8)*z^4
9_19,[[2;14;3;13];[4;11;5;12];[6;4;7;3];[8;17;9;18];[10;5;11;6];[12;8;13;7];[14;2;15;1];[16;9;17;10];[18;16;1;15]],2-10*t+17*t^2-10*t^3+2*t^4,t^(-4)-2*t^(-3)+ 4*t^(-2)-6*t^(-1)+ 7-7*t+ 6*t^2-4*t^3+ 3*t^4-t^5,1-2*z^2+2*z^4,(-a^(-2)+a^2+a^4)*z^(0)+(-a^(-3)-3*a^(-1)-a+a^3)*z^(1)+(4*a^(-4)+8*a^(-2)+3-3*a^2-2*a^4)*z^(2)+(-2*a^(-5)+4*a^(-3)+10*a^(-1)+a-3*a^3)*z^(3)+(-8*a^(-4)-11*a^(-2)-4+a^4)*z^(4)+(a^(-5)-7*a^(-3)-11*a^(-1)-a+2*a^3)*z^(5)+(3*a^(-4)+3*a^(-2)+2+2*a^2)*z^(6)+(3*a^(-3)+5*a^(-1)+2*a)*z^(7)+(a^(-2)+1)*z^(8),(v^(-4)-v^(-2)+v^2)+(-2*v^(-2)+v^2-v^4)*z^2+(1+v^2)*z^4
9_20,[[1;11;2;10];[3;16;4;17];[5;13;6;12];[7;3;8;2];[9;1;10;18];[11;15;12;14];[13;7;14;6];[15;4;16;5];[17;9;18;8]],1-5*t+9*t^2-11*t^3+9*t^4-5*t^5+t^6,1-2*t+ 4*t^2-5*t^3+ 7*t^4-7*t^5+ 6*t^6-5*t^7+ 3*t^8-t^9,1+2*z^2-z^4-z^6,(-a^(-8)-2*a^(-6)-2*a^(-4)-2*a^(-2))*z^(0)+(2*a^(-9)+2*a^(-7))*z^(1)+(-a^(-10)+3*a^(-8)+10*a^(-6)+11*a^(-4)+5*a^(-2))*z^(2)+(a^(-11)-5*a^(-9)-7*a^(-7)+5*a^(-5)+6*a^(-3))*z^(3)+(3*a^(-10)-6*a^(-8)-16*a^(-6)-11*a^(-4)-4*a^(-2))*z^(4)+(5*a^(-9)-12*a^(-5)-7*a^(-3))*z^(5)+(5*a^(-8)+5*a^(-6)+a^(-4)+a^(-2))*z^(6)+(3*a^(-7)+5*a^(-5)+2*a^(-3))*z^(7)+(a^(-6)+a^(-4))*z^(8),(2*v^2-2*v^4+2*v^6-v^8)+(3*v^2-5*v^4+5*v^6-v^8)*z^2+(v^2-4*v^4+2*v^6)*z^4-v^4*z^6
