name,native notation,symmetry
10_77,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(e3 f0 a3 a2) d=X(f3 g0 h3 b0) e=X(b1 i0 i3 c0) f=X(c1 g2 g1 d0) g=X(d1 f2 f1 j0) h=X(j3 j2 i1 d2) i=X(e1 h2 j1 e2) j=X(g3 i2 h1 h0) ['name'='10_77'],reversible
10_78,a=X(b3 b2 c3 d0) b=X(d3 e0 a1 a0) c=X(e3 f0 f3 a2) d=X(a3 g0 g3 b0) e=X(b1 h0 f1 c0) f=X(c1 e2 i3 c2) g=X(d1 j0 h1 d2) h=X(e1 g2 j3 i0) i=X(h3 j2 j1 f2) j=X(g1 i2 i1 h2) ['name'='10_78'],reversible
10_79,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(g3 g2 h3 b0) e=X(b1 h2 h1 f0) f=X(e3 i0 i3 c0) g=X(c1 j0 d1 d0) h=X(j3 e2 e1 d2) i=X(f1 j2 j1 f2) j=X(g1 i2 i1 h0) ['name'='10_79'],negative amphicheiral
10_80,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f0 g3 a2) d=X(b1 g2 g1 h0) e=X(h3 i0 f1 b2) f=X(c1 e2 j3 j2) g=X(j1 d2 d1 c2) h=X(d3 i2 i1 e0) i=X(e1 h2 h1 j0) j=X(i3 g0 f3 f2) ['name'='10_80'],chiral
10_81,a=X(b3 b2 c3 d0) b=X(d3 e0 a1 a0) c=X(f3 g0 g3 a2) d=X(a3 g2 h3 b0) e=X(b1 h2 f1 f0) f=X(e3 e2 i3 c0) g=X(c1 j0 d1 c2) h=X(j3 i0 e1 d2) i=X(h1 j2 j1 f2) j=X(g1 i2 i1 h0) ['name'='10_81'],negative amphicheiral
10_82,a=X(b3 c0 c3 b0) b=X(a3 d0 d3 a0) c=X(a1 e0 f3 a2) d=X(b1 g0 h3 b2) e=X(c1 h2 i3 f0) f=X(e3 i2 g1 c2) g=X(d1 f2 i1 j0) h=X(j3 j2 e1 d2) i=X(j1 g2 f1 e2) j=X(g3 i0 h1 h0) ['name'='10_82'],chiral
10_83,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 e2 f3 a2) d=X(b1 f2 g3 h0) e=X(h3 i0 c1 b2) f=X(j3 j2 d1 c2) g=X(j1 i2 h1 d2) h=X(d3 g2 i1 e0) i=X(e1 h2 g1 j0) j=X(i3 g0 f1 f0) ['name'='10_83'],chiral
10_84,a=X(b3 c0 c3 d0) b=X(d3 e0 f3 a0) c=X(a1 f2 g3 a2) d=X(a3 g2 e1 b0) e=X(b1 d2 h3 f0) f=X(e3 h2 c1 b2) g=X(i3 j0 d1 c2) h=X(j3 i0 f1 e2) i=X(h1 j2 j1 g0) j=X(g1 i2 i1 h0) ['name'='10_84'],chiral
10_85,a=X(b3 b2 c3 c2) b=X(d3 d2 a1 a0) c=X(e3 f0 a3 a2) d=X(g3 h0 b1 b0) e=X(h3 i0 f1 c0) f=X(c1 e2 i3 j0) g=X(j3 j2 h1 d0) h=X(d1 g2 i1 e0) i=X(e1 h2 j1 f2) j=X(f3 i2 g1 g0) ['name'='10_85'],chiral
10_86,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(e3 f0 a3 a2) d=X(g3 g2 h3 b0) e=X(b1 h2 i3 c0) f=X(c1 i2 j3 g0) g=X(f3 j2 d1 d0) h=X(j1 i0 e1 d2) i=X(h1 j0 f1 e2) j=X(i1 h0 g1 f2) ['name'='10_86'],chiral
10_87,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 g3 h0) e=X(i3 j0 f1 b0) f=X(b1 e2 g1 c0) g=X(c1 f2 h1 d2) h=X(d3 g2 j3 i0) i=X(h3 j2 j1 e0) j=X(e1 i2 i1 h2) ['name'='10_87'],chiral
10_88,a=X(b3 b2 c3 d0) b=X(d3 e0 a1 a0) c=X(f3 g0 g3 a2) d=X(a3 h0 i3 b0) e=X(b1 i2 j3 f0) f=X(e3 j2 g1 c0) g=X(c1 f2 h1 c2) h=X(d1 g2 j1 i0) i=X(h3 j0 e1 d2) j=X(i1 h2 f1 e2) ['name'='10_88'],negative amphicheiral
10_89,a=X(b3 c0 c3 d0) b=X(e3 f0 c1 a0) c=X(a1 b2 g3 a2) d=X(a3 h0 h3 i0) e=X(i3 j0 f1 b0) f=X(b1 e2 j3 g0) g=X(f3 j2 h1 c2) h=X(d1 g2 i1 d2) i=X(d3 h2 j1 e0) j=X(e1 i2 g1 f2) ['name'='10_89'],reversible
10_90,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(g3 h0 e1 b0) e=X(b1 d2 i3 f0) f=X(e3 j0 j3 c0) g=X(c1 j2 h1 d0) h=X(d1 g2 i1 i0) i=X(h3 h2 j1 e2) j=X(f1 i2 g1 f2) ['name'='10_90'],chiral
10_91,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(g3 h0 e1 b0) e=X(b1 d2 h3 f0) f=X(e3 i0 j3 c0) g=X(c1 j2 j1 d0) h=X(d1 i2 i1 e2) i=X(f1 h2 h1 j0) j=X(i3 g2 g1 f2) ['name'='10_91'],chiral
10_92,a=X(b3 c0 c3 d0) b=X(d3 e0 e3 a0) c=X(a1 f0 g3 a2) d=X(a3 g2 h3 b0) e=X(b1 i0 f1 b2) f=X(c1 e2 j3 g0) g=X(f3 j2 d1 c2) h=X(j1 i2 i1 d2) i=X(e1 h2 h1 j0) j=X(i3 h0 g1 f2) ['name'='10_92'],chiral
10_93,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(g3 h0 e1 b0) e=X(b1 d2 i3 i2) f=X(i1 j0 g1 c0) g=X(c1 f2 h1 d0) h=X(d1 g2 j3 j2) i=X(j1 f0 e3 e2) j=X(f1 i0 h3 h2) ['name'='10_93'],chiral
10_94,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f0 g3 a2) d=X(b1 g2 h3 e0) e=X(d3 i0 i3 b2) f=X(c1 i2 j3 g0) g=X(f3 j2 d1 c2) h=X(j1 j0 i1 d2) i=X(e1 h2 f1 e2) j=X(h1 h0 g1 f2) ['name'='10_94'],chiral
10_95,a=X(b3 c0 c3 d0) b=X(d3 e0 f3 a0) c=X(a1 f2 g3 a2) d=X(a3 g2 e1 b0) e=X(b1 d2 h3 i0) f=X(i3 j0 c1 b2) g=X(j3 j2 d1 c2) h=X(j1 i2 i1 e2) i=X(e3 h2 h1 f0) j=X(f1 h0 g1 g0) ['name'='10_95'],chiral
10_96,a=X(b3 c0 c3 d0) b=X(d3 e0 f3 a0) c=X(a1 f2 g3 a2) d=X(a3 g2 h3 b0) e=X(b1 h2 h1 f0) f=X(e3 i0 c1 b2) g=X(i3 j0 d1 c2) h=X(j3 e2 e1 d2) i=X(f1 j2 j1 g0) j=X(g1 i2 i1 h0) ['name'='10_96'],reversible
10_97,a=X(b3 c0 c3 d0) b=X(e3 f0 c1 a0) c=X(a1 b2 g3 a2) d=X(a3 g2 h3 h2) e=X(h1 i0 f1 b0) f=X(b1 e2 j3 j2) g=X(j1 i2 d1 c2) h=X(i1 e0 d3 d2) i=X(e1 h0 g1 j0) j=X(i3 g0 f3 f2) ['name'='10_97'],reversible
10_98,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 g3 a2) d=X(a3 g2 h3 e0) e=X(d3 i0 i3 b0) f=X(b1 i2 j3 c0) g=X(c1 h0 d1 c2) h=X(g1 j2 j1 d2) i=X(e1 j0 f1 e2) j=X(i1 h2 h1 f2) ['name'='10_98'],chiral
10_99,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 h3 h2) e=X(h1 i0 j3 b0) f=X(b1 j2 j1 c0) g=X(c1 i2 i1 h0) h=X(g3 e0 d3 d2) i=X(e1 g2 g1 j0) j=X(i3 f2 f1 e2) ['name'='10_99'],fully amphicheiral
10_100,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(g3 h0 e1 b0) e=X(b1 d2 i3 i2) f=X(j3 j2 g1 c0) g=X(c1 f2 h1 d0) h=X(d1 g2 j1 i0) i=X(h3 j0 e3 e2) j=X(i1 h2 f1 f0) ['name'='10_100'],reversible
10_101,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 h3 h2) e=X(i3 j0 j3 b0) f=X(b1 j2 g1 c0) g=X(c1 f2 i1 h0) h=X(g3 i0 d3 d2) i=X(h1 g2 j1 e0) j=X(e1 i2 f1 e2) ['name'='10_101'],reversible
10_102,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(g3 h0 e1 b0) e=X(b1 d2 i3 i2) f=X(i1 j0 j3 c0) g=X(c1 j2 h1 d0) h=X(d1 g2 j1 i0) i=X(h3 f0 e3 e2) j=X(f1 h2 g1 f2) ['name'='10_102'],chiral
10_103,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f0 g3 a2) d=X(b1 g2 h3 e0) e=X(d3 h2 f1 b2) f=X(c1 e2 i3 i2) g=X(j3 j2 d1 c2) h=X(j1 i0 e1 d2) i=X(h1 j0 f3 f2) j=X(i1 h0 g1 g0) ['name'='10_103'],reversible
10_104,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(g3 h0 h3 b0) e=X(b1 h2 i3 f0) f=X(e3 i2 j3 c0) g=X(c1 j2 j1 d0) h=X(d1 i0 e1 d2) i=X(h1 j0 f1 e2) j=X(i1 g2 g1 f2) ['name'='10_104'],reversible
10_105,a=X(b3 c0 c3 d0) b=X(d3 e0 f3 a0) c=X(a1 f2 g3 a2) d=X(a3 h0 e1 b0) e=X(b1 d2 h3 i0) f=X(i3 j0 c1 b2) g=X(j3 h2 h1 c2) h=X(d1 g2 g1 e2) i=X(e3 j2 j1 f0) j=X(f1 i2 i1 g0) ['name'='10_105'],reversible
10_106,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f0 g3 a2) d=X(b1 g2 h3 h2) e=X(h1 i0 i3 b2) f=X(c1 i2 j3 g0) g=X(f3 j2 d1 c2) h=X(j1 e0 d3 d2) i=X(e1 j0 f1 e2) j=X(i1 h0 g1 f2) ['name'='10_106'],chiral
10_107,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(g3 h0 d1 a2) d=X(a3 c2 h3 e0) e=X(d3 i0 i3 b0) f=X(b1 j0 j3 g0) g=X(f3 j2 h1 c0) h=X(c1 g2 i1 d2) i=X(e1 h2 j1 e2) j=X(f1 i2 g1 f2) ['name'='10_107'],chiral
10_108,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f0 g3 a2) d=X(b1 h0 h3 e0) e=X(d3 i0 i3 b2) f=X(c1 i2 j3 g0) g=X(f3 j2 h1 c2) h=X(d1 g2 j1 d2) i=X(e1 j0 f1 e2) j=X(i1 h2 g1 f2) ['name'='10_108'],reversible
10_109,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 g3 a2) d=X(a3 g2 h3 h2) e=X(h1 i0 f1 b0) f=X(b1 e2 i3 c0) g=X(c1 j0 d1 c2) h=X(j3 e0 d3 d2) i=X(e1 j2 j1 f2) j=X(g1 i2 i1 h0) ['name'='10_109'],negative amphicheiral
10_110,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 g3 a2) d=X(a3 g2 h3 e0) e=X(d3 i0 i3 b0) f=X(b1 j0 j3 c0) g=X(c1 h0 d1 c2) h=X(g1 j2 i1 d2) i=X(e1 h2 j1 e2) j=X(f1 i2 h1 f2) ['name'='10_110'],chiral
10_111,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 g3 e0) e=X(d3 h0 h3 b0) f=X(b1 i0 i3 c0) g=X(c1 j0 j3 d2) h=X(e1 j2 i1 e2) i=X(f1 h2 j1 f2) j=X(g1 i2 h1 g2) ['name'='10_111'],reversible
10_112,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(g3 h0 e1 b0) e=X(b1 d2 h3 i0) f=X(i3 j0 g1 c0) g=X(c1 f2 j3 d0) h=X(d1 j2 i1 e2) i=X(e3 h2 j1 f0) j=X(f1 i2 h1 g2) ['name'='10_112'],reversible
10_113,a=X(b3 c0 c3 d0) b=X(e3 f0 g3 a0) c=X(a1 g2 d1 a2) d=X(a3 c2 h3 e0) e=X(d3 h2 i3 b0) f=X(b1 i2 j3 g0) g=X(f3 j2 c1 b2) h=X(j1 i0 e1 d2) i=X(h1 j0 f1 e2) j=X(i1 h0 g1 f2) ['name'='10_113'],reversible
10_114,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f0 g3 a2) d=X(b1 g2 h3 e0) e=X(d3 i0 f1 b2) f=X(c1 e2 i3 j0) g=X(j3 h0 d1 c2) h=X(g1 j2 i1 d2) i=X(e1 h2 j1 f2) j=X(f3 i2 h1 g0) ['name'='10_114'],reversible
10_115,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 g3 a2) d=X(a3 g2 h3 e0) e=X(d3 h2 i3 b0) f=X(b1 i2 j3 c0) g=X(c1 j2 d1 c2) h=X(j1 i0 e1 d2) i=X(h1 j0 f1 e2) j=X(i1 h0 g1 f2) ['name'='10_115'],negative amphicheiral
10_116,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 g3 h0) e=X(i3 i2 f1 b0) f=X(b1 e2 j3 c0) g=X(c1 j2 h1 d2) h=X(d3 g2 j1 i0) i=X(h3 j0 e1 e0) j=X(i1 h2 g1 f2) ['name'='10_116'],reversible
10_117,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 h3 e0) e=X(d3 i0 i3 b0) f=X(b1 j0 g1 c0) g=X(c1 f2 j3 h0) h=X(g3 j2 i1 d2) i=X(e1 h2 j1 e2) j=X(f1 i2 h1 g2) ['name'='10_117'],chiral
10_118,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 g3 h0) e=X(h3 i0 f1 b0) f=X(b1 e2 i3 c0) g=X(c1 j0 h1 d2) h=X(d3 g2 j3 e0) i=X(e1 j2 j1 f2) j=X(g1 i2 i1 h2) ['name'='10_118'],negative amphicheiral
10_119,a=X(b3 c0 c3 d0) b=X(d3 e0 f3 a0) c=X(a1 f2 g3 a2) d=X(a3 g2 h3 b0) e=X(b1 i0 j3 f0) f=X(e3 j2 c1 b2) g=X(j1 h0 d1 c2) h=X(g1 i2 i1 d2) i=X(e1 h2 h1 j0) j=X(i3 g0 f1 e2) ['name'='10_119'],chiral
10_120,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 h3 e0) e=X(d3 h2 i3 b0) f=X(b1 i2 g1 c0) g=X(c1 f2 j3 h0) h=X(g3 j2 e1 d2) i=X(j1 j0 f1 e2) j=X(i1 i0 h1 g2) ['name'='10_120'],reversible
10_121,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 g3 e0) e=X(d3 h0 i3 b0) f=X(b1 i2 j3 c0) g=X(c1 j2 h1 d2) h=X(e1 g2 j1 i0) i=X(h3 j0 f1 e2) j=X(i1 h2 g1 f2) ['name'='10_121'],reversible
10_122,a=X(b3 c0 c3 d0) b=X(d3 e0 f3 a0) c=X(a1 g0 h3 a2) d=X(a3 i0 e1 b0) e=X(b1 d2 i3 f0) f=X(e3 j0 g1 b2) g=X(c1 f2 j3 h0) h=X(g3 j2 i1 c2) i=X(d1 h2 j1 e2) j=X(f1 i2 h1 g2) ['name'='10_122'],reversible
10_123,a=X(b3 c0 d3 e0) b=X(e3 f0 c1 a0) c=X(a1 b2 f3 g0) d=X(h3 i0 e1 a2) e=X(a3 d2 i3 b0) f=X(b1 j0 g1 c2) g=X(c3 f2 j3 h0) h=X(g3 j2 i1 d0) i=X(d1 h2 j1 e2) j=X(f1 i2 h1 g2) ['name'='10_123'],fully amphicheiral
10_124,a=X(b3 c0 c3 b0) b=X(a3 d0 d3 a0) c=X(a1 e0 e3 a2) d=X(b1 f0 g0 b2) e=X(c1 h3 i3 c2) f=X(d1 i2 i1 j3) g=X(d2 j2 j1 h0) h=X(g3 j0 i0 e1) i=X(h2 f2 f1 e2) j=X(h1 g2 g1 f3) ['name'='10_124'],reversible
10_125,a=X(b3 b2 c3 c2) b=X(d0 e0 a1 a0) c=X(f3 f2 a3 a2) d=X(b0 g0 h3 h2) e=X(b1 h1 i0 f0) f=X(e3 j3 c1 c0) g=X(d1 j2 j1 i2) h=X(i1 e1 d3 d2) i=X(e2 h0 g3 j0) j=X(i3 g2 g1 f1) ['name'='10_125'],reversible
10_126,a=X(b3 b2 c3 c2) b=X(d0 e0 a1 a0) c=X(f3 f2 a3 a2) d=X(b0 g0 g3 h0) e=X(b1 h3 i3 f0) f=X(e3 j0 c1 c0) g=X(d1 j3 h1 d2) h=X(d3 g2 i0 e1) i=X(h2 j2 j1 e2) j=X(f1 i2 i1 g1) ['name'='10_126'],reversible
10_127,a=X(b3 c0 c3 b0) b=X(a3 d0 d3 a0) c=X(a1 e0 f0 a2) d=X(b1 g0 e1 b2) e=X(c1 d2 h3 i3) f=X(c2 i2 i1 j3) g=X(d1 j2 j1 h0) h=X(g3 j0 i0 e2) i=X(h2 f2 f1 e3) j=X(h1 g2 g1 f3) ['name'='10_127'],reversible
10_128,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(e3 d0 a3 a2) d=X(c1 f0 g0 b0) e=X(b1 h3 i3 c0) f=X(d1 i2 i1 j3) g=X(d2 j2 j1 h0) h=X(g3 j0 i0 e1) i=X(h2 f2 f1 e2) j=X(h1 g2 g1 f3) ['name'='10_128'],reversible
10_129,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f3 d1 a2) d=X(b1 c2 g0 e0) e=X(d3 h3 i0 b2) f=X(i3 i2 j3 c1) g=X(d2 j2 j1 h0) h=X(g3 j0 i1 e1) i=X(e2 h2 f1 f0) j=X(h1 g2 g1 f2) ['name'='10_129'],reversible
10_130,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 e2 f3 a2) d=X(b1 g0 g3 h3) e=X(i0 f0 c1 b2) f=X(e1 j3 g1 c2) g=X(d1 f2 j2 d2) h=X(j1 i2 i1 d3) i=X(e0 h2 h1 j0) j=X(i3 h0 g2 f1) ['name'='10_130'],reversible
10_131,a=X(b3 b2 c3 c2) b=X(d0 e0 a1 a0) c=X(e3 f0 a3 a2) d=X(b0 g0 g3 h3) e=X(b1 i0 f1 c0) f=X(c1 e2 j3 g1) g=X(d1 f3 j2 d2) h=X(j1 i2 i1 d3) i=X(e1 h2 h1 j0) j=X(i3 h0 g2 f2) ['name'='10_131'],reversible
10_132,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f3 g3 a2) d=X(b1 h0 e1 e0) e=X(d3 d2 i0 b2) f=X(i3 j0 g0 c1) g=X(f2 h2 h1 c2) h=X(d1 g2 g1 j3) i=X(e2 j2 j1 f0) j=X(f1 i2 i1 h3) ['name'='10_132'],reversible
10_133,a=X(b3 b2 c3 d0) b=X(e3 f3 a1 a0) c=X(g0 d2 d1 a2) d=X(a3 c2 c1 e0) e=X(d3 h3 i0 b0) f=X(i3 j0 g1 b1) g=X(c0 f2 h1 h0) h=X(g3 g2 j3 e1) i=X(e2 j2 j1 f0) j=X(f1 i2 i1 h2) ['name'='10_133'],reversible
10_134,a=X(b3 b2 c3 d0) b=X(e3 f3 a1 a0) c=X(g3 d2 d1 a2) d=X(a3 c2 c1 e0) e=X(d3 h0 i0 b0) f=X(i3 j0 g0 b1) g=X(f2 h2 h1 c0) h=X(e1 g2 g1 j3) i=X(e2 j2 j1 f0) j=X(f1 i2 i1 h3) ['name'='10_134'],reversible
10_135,a=X(b3 c0 c3 d0) b=X(d3 d2 e3 a0) c=X(a1 e2 f3 a2) d=X(a3 g3 b1 b0) e=X(h0 i0 c1 b2) f=X(i3 j0 g0 c2) g=X(f2 h2 h1 d1) h=X(e0 g2 g1 j3) i=X(e1 j2 j1 f0) j=X(f1 i2 i1 h3) ['name'='10_135'],reversible
10_136,a=X(b0 c0 c3 d0) b=X(a0 e0 f3 f2) c=X(a1 g0 d1 a2) d=X(a3 c2 g3 e1) e=X(b1 d3 h3 h2) f=X(i3 g1 b3 b2) g=X(c1 f1 j0 d2) h=X(j3 i0 e3 e2) i=X(h1 j2 j1 f0) j=X(g2 i2 i1 h0) ['name'='10_136'],reversible
10_137,a=X(b0 c0 c3 d0) b=X(a0 e0 f3 f2) c=X(a1 g0 d1 a2) d=X(a3 c2 g3 h3) e=X(b1 h2 i3 i2) f=X(j3 g1 b3 b2) g=X(c1 f1 j2 d2) h=X(j1 i0 e1 d3) i=X(h1 j0 e3 e2) j=X(i1 h0 g2 f0) ['name'='10_137'],reversible
10_138,a=X(b0 c0 c3 d0) b=X(a0 e3 f3 f2) c=X(a1 g0 d1 a2) d=X(a3 c2 g3 h0) e=X(h3 i0 i3 b1) f=X(j0 g1 b3 b2) g=X(c1 f1 j3 d2) h=X(d3 j2 i1 e0) i=X(e1 h2 j1 e2) j=X(f0 i2 h1 g2) ['name'='10_138'],reversible
10_139,a=X(b3 c0 c3 b0) b=X(a3 d0 d3 a0) c=X(a1 e0 f0 a2) d=X(b1 g3 h3 b2) e=X(c1 i0 i3 f1) f=X(c2 e3 j3 g0) g=X(f3 j2 j1 d1) h=X(j0 i2 i1 d2) i=X(e1 h2 h1 e2) j=X(h0 g2 g1 f2) ['name'='10_139'],reversible
10_140,a=X(b3 b2 c3 c2) b=X(d0 e0 a1 a0) c=X(e3 f3 a3 a2) d=X(b0 g0 h3 h2) e=X(b1 i3 j0 c0) f=X(j3 g2 g1 c1) g=X(d1 f2 f1 j2) h=X(i1 i0 d3 d2) i=X(h1 h0 j1 e1) j=X(e2 i2 g3 f0) ['name'='10_140'],reversible
10_141,a=X(b3 b2 c3 c2) b=X(d0 e0 a1 a0) c=X(e3 f3 a3 a2) d=X(b0 f2 g3 h0) e=X(b1 h3 i0 c0) f=X(i3 j0 d1 c1) g=X(j3 h2 h1 d2) h=X(d3 g2 g1 e1) i=X(e2 j2 j1 f0) j=X(f1 i2 i1 g0) ['name'='10_141'],reversible
10_142,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(e3 f3 a3 a2) d=X(g0 h0 h3 b0) e=X(b1 i0 j0 c0) f=X(j3 g2 g1 c1) g=X(d0 f2 f1 j2) h=X(d1 i2 i1 d2) i=X(e1 h2 h1 j1) j=X(e2 i3 g3 f0) ['name'='10_142'],reversible
10_143,a=X(b3 b2 c3 c2) b=X(d0 e0 a1 a0) c=X(e3 f0 a3 a2) d=X(b0 f3 g3 h0) e=X(b1 h3 i3 c0) f=X(c1 i2 j3 d1) g=X(j2 h2 h1 d2) h=X(d3 g2 g1 e1) i=X(j1 j0 f1 e2) j=X(i1 i0 g0 f2) ['name'='10_143'],reversible
10_144,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f3 d1 a2) d=X(b1 c2 g0 h0) e=X(h3 i0 i3 b2) f=X(i2 j0 j3 c1) g=X(d2 j2 j1 h1) h=X(d3 g3 i1 e0) i=X(e1 h2 f0 e2) j=X(f1 g2 g1 f2) ['name'='10_144'],reversible
10_145,a=X(b3 c0 c3 d3) b=X(e0 f3 c1 a0) c=X(a1 b2 g0 a2) d=X(g3 h0 h3 a3) e=X(b0 h2 i3 f0) f=X(e3 j0 j3 b1) g=X(c2 j2 i1 d0) h=X(d1 i0 e1 d2) i=X(h1 g2 j1 e2) j=X(f1 i2 g1 f2) ['name'='10_145'],reversible
10_146,a=X(b3 b2 c3 d0) b=X(e3 f3 a1 a0) c=X(f2 g0 d1 a2) d=X(a3 c2 h3 e0) e=X(d3 h2 i0 b0) f=X(i3 j0 c0 b1) g=X(c1 j3 h1 h0) h=X(g3 g2 e1 d2) i=X(e2 j2 j1 f0) j=X(f1 i2 i1 g1) ['name'='10_146'],reversible
10_147,a=X(b3 c0 c3 d0) b=X(e0 f0 g3 a0) c=X(a1 g2 d1 a2) d=X(a3 c2 h0 e1) e=X(b0 d3 h3 i0) f=X(b1 i3 j3 g0) g=X(f3 j2 c1 b2) h=X(d2 j1 i1 e2) i=X(e3 h2 j0 f1) j=X(i2 h1 g1 f2) ['name'='10_147'],chiral
10_148,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g3 a3 a2) d=X(g2 h0 h3 b0) e=X(b1 h2 f1 f0) f=X(e3 e2 i0 c0) g=X(i3 j0 d0 c1) h=X(d1 j3 e1 d2) i=X(f2 j2 j1 g0) j=X(g1 i2 i1 h1) ['name'='10_148'],chiral
10_149,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f3 g3 a2) d=X(b1 g2 g1 h0) e=X(h3 i0 f0 b2) f=X(e2 j0 j3 c1) g=X(j2 d2 d1 c2) h=X(d3 i2 i1 e0) i=X(e1 h2 h1 j1) j=X(f1 i3 g0 f2) ['name'='10_149'],chiral
10_150,a=X(b0 c0 c3 d0) b=X(a0 e0 f3 f2) c=X(a1 g3 d1 a2) d=X(a3 c2 h0 e1) e=X(b1 d3 i3 j0) f=X(j3 g0 b3 b2) g=X(f1 h2 h1 c1) h=X(d2 g2 g1 i0) i=X(h3 j2 j1 e2) j=X(e3 i2 i1 f0) ['name'='10_150'],chiral
10_151,a=X(b3 b2 c3 d0) b=X(d3 e3 a1 a0) c=X(f0 g0 g3 a2) d=X(a3 g2 h3 b0) e=X(h2 f2 f1 b1) f=X(c0 e2 e1 i3) g=X(c1 j0 d1 c2) h=X(j3 i0 e0 d2) i=X(h1 j2 j1 f3) j=X(g1 i2 i1 h0) ['name'='10_151'],chiral
10_152,a=X(b3 c0 c3 b0) b=X(a3 d0 e0 a0) c=X(a1 f3 g3 a2) d=X(b1 g2 g1 h3) e=X(b2 h2 h1 f0) f=X(e3 i0 i3 c1) g=X(j0 d2 d1 c2) h=X(j3 e2 e1 d3) i=X(f1 j2 j1 f2) j=X(g0 i2 i1 h0) ['name'='10_152'],reversible
10_153,a=X(b3 b2 c3 c2) b=X(d0 e0 a1 a0) c=X(f3 g3 a3 a2) d=X(b0 g2 h3 h2) e=X(b1 h1 f1 f0) f=X(e3 e2 i0 c0) g=X(i3 j0 d1 c1) h=X(j3 e1 d3 d2) i=X(f2 j2 j1 g0) j=X(g1 i2 i1 h0) ['name'='10_153'],chiral
10_154,a=X(b0 c0 c3 d0) b=X(a0 e0 f3 f2) c=X(a1 g0 d1 a2) d=X(a3 c2 h3 e1) e=X(b1 d3 i3 j0) f=X(j3 g1 b3 b2) g=X(c1 f1 h1 h0) h=X(g3 g2 i0 d2) i=X(h2 j2 j1 e2) j=X(e3 i2 i1 f0) ['name'='10_154'],reversible
