name,kauffman
12a_115,a**7*z**7 - 3*a**7*z**5 + 3*a**7*z**3 - a**7*z + 4*a**6*z**8 - 12*a**6*z**6 + 12*a**6*z**4 - 5*a**6*z**2 + a**6 + 7*a**5*z**9 - 18*a**5*z**7 + 13*a**5*z**5 - 3*a**5*z**3 + a**5*z + 6*a**4*z**10 - 3*a**4*z**8 - 27*a**4*z**6 + 37*a**4*z**4 - 17*a**4*z**2 + 3*a**4 + 2*a**3*z**11 + 19*a**3*z**9 - 64*a**3*z**7 + 62*a**3*z**5 - 26*a**3*z**3 + 4*a**3*z + 15*a**2*z**10 - 15*a**2*z**8 - 37*a**2*z**6 + 59*a**2*z**4 - 32*a**2*z**2 + 6*a**2 + 2*a*z**11 + 28*a*z**9 - 77*a*z**7 + 66*a*z**5 - 23*a*z**3 + a*z + 9*z**10 + 8*z**8 - 53*z**6 + 61*z**4 - 32*z**2 + 8 + 16*z**9/a - 22*z**7/a + 6*z**5/a + 7*z**3/a - 4*z/a + 16*z**8/a**2 - 27*z**6/a**2 + 24*z**4/a**2 - 12*z**2/a**2 + 3/a**2 + 10*z**7/a**3 - 13*z**5/a**3 + 9*z**3/a**3 - 3*z/a**3 + 4*z**6/a**4 - 3*z**4/a**4 + z**5/a**5 - z**3/a**5
12a_116,a**3*z**7 - 4*a**3*z**5 + 5*a**3*z**3 - 2*a**3*z + 3*a**2*z**8 - 11*a**2*z**6 + 14*a**2*z**4 - 8*a**2*z**2 + 2*a**2 + 4*a*z**9 - 9*a*z**7 + 9*a*z**3 - 4*a*z + 3*z**10 + 2*z**8 - 28*z**6 + 41*z**4 - 27*z**2 + 7 + z**11/a + 10*z**9/a - 27*z**7/a + 12*z**5/a + 4*z**3/a - 3*z/a + 7*z**10/a**2 + z**8/a**2 - 43*z**6/a**2 + 62*z**4/a**2 - 40*z**2/a**2 + 9/a**2 + z**11/a**3 + 14*z**9/a**3 - 30*z**7/a**3 + 12*z**5/a**3 + 6*z**3/a**3 - 3*z/a**3 + 4*z**10/a**4 + 11*z**8/a**4 - 45*z**6/a**4 + 58*z**4/a**4 - 34*z**2/a**4 + 8/a**4 + 8*z**9/a**5 - 7*z**7/a**5 - 5*z**5/a**5 + 13*z**3/a**5 - 5*z/a**5 + 9*z**8/a**6 - 16*z**6/a**6 + 19*z**4/a**6 - 12*z**2/a**6 + 3/a**6 + 6*z**7/a**7 - 8*z**5/a**7 + 5*z**3/a**7 - 2*z/a**7 + 3*z**6/a**8 - 4*z**4/a**8 + z**2/a**8 + z**5/a**9 - 2*z**3/a**9 + z/a**9
12a_117,a**14*z**6 - 2*a**14*z**4 + a**14*z**2 + 4*a**13*z**7 - 9*a**13*z**5 + 7*a**13*z**3 - 2*a**13*z + 7*a**12*z**8 - 13*a**12*z**6 + 8*a**12*z**4 - 3*a**12*z**2 + a**12 + 7*a**11*z**9 - 3*a**11*z**7 - 18*a**11*z**5 + 21*a**11*z**3 - 7*a**11*z + 4*a**10*z**10 + 13*a**10*z**8 - 45*a**10*z**6 + 45*a**10*z**4 - 23*a**10*z**2 + 5*a**10 + a**9*z**11 + 17*a**9*z**9 - 27*a**9*z**7 - 4*a**9*z**5 + 21*a**9*z**3 - 7*a**9*z + 8*a**8*z**10 + 11*a**8*z**8 - 62*a**8*z**6 + 77*a**8*z**4 - 43*a**8*z**2 + 9*a**8 + a**7*z**11 + 17*a**7*z**9 - 32*a**7*z**7 + 13*a**7*z**5 + 5*a**7*z**3 - 3*a**7*z + 4*a**6*z**10 + 11*a**6*z**8 - 44*a**6*z**6 + 56*a**6*z**4 - 35*a**6*z**2 + 8*a**6 + 7*a**5*z**9 - 9*a**5*z**7 + 2*a**5*z**5 + a**5*z**3 - a**5*z + 6*a**4*z**8 - 12*a**4*z**6 + 11*a**4*z**4 - 8*a**4*z**2 + 3*a**4 + 3*a**3*z**7 - 6*a**3*z**5 + 3*a**3*z**3 + a**2*z**6 - 3*a**2*z**4 + 3*a**2*z**2 - a**2
12a_118,a**5*z**5 - 2*a**5*z**3 + a**5*z + 3*a**4*z**6 - 6*a**4*z**4 + 4*a**4*z**2 - a**4 + 4*a**3*z**7 - 4*a**3*z**5 - a**3*z**3 + a**3*z + 4*a**2*z**8 + a**2*z**6 - 12*a**2*z**4 + 11*a**2*z**2 - 3*a**2 + 4*a*z**9 - a*z**7 - 4*a*z**5 + 4*a*z**3 - a*z + 3*z**10 - z**8 + 2*z**6 - 10*z**4 + 12*z**2 - 3 + z**11/a + 6*z**9/a - 15*z**7/a + 10*z**5/a - z/a + 6*z**10/a**2 - 11*z**8/a**2 + 3*z**6/a**2 - z**4/a**2 + 4*z**2/a**2 - 2/a**2 + z**11/a**3 + 6*z**9/a**3 - 22*z**7/a**3 + 17*z**5/a**3 - 4*z**3/a**3 + 3*z**10/a**4 - 3*z**8/a**4 - 12*z**6/a**4 + 15*z**4/a**4 - 6*z**2/a**4 + a**(-4) + 4*z**9/a**5 - 11*z**7/a**5 + 4*z**5/a**5 + 4*z**3/a**5 - 2*z/a**5 + 3*z**8/a**6 - 11*z**6/a**6 + 12*z**4/a**6 - 5*z**2/a**6 + a**(-6) + z**7/a**7 - 4*z**5/a**7 + 5*z**3/a**7 - 2*z/a**7
12a_119,a**13*z**5 - a**13*z**3 + 4*a**12*z**6 - 6*a**12*z**4 + 3*a**12*z**2 + 7*a**11*z**7 - 9*a**11*z**5 + 6*a**11*z**3 - 3*a**11*z + 8*a**10*z**8 - 3*a**10*z**6 - 10*a**10*z**4 + 8*a**10*z**2 + a**10 + 7*a**9*z**9 + 5*a**9*z**7 - 31*a**9*z**5 + 36*a**9*z**3 - 15*a**9*z + 4*a**8*z**10 + 13*a**8*z**8 - 36*a**8*z**6 + 25*a**8*z**4 - 9*a**8*z**2 + 6*a**8 + a**7*z**11 + 16*a**7*z**9 - 24*a**7*z**7 - 21*a**7*z**5 + 49*a**7*z**3 - 24*a**7*z + 8*a**6*z**10 + 5*a**6*z**8 - 56*a**6*z**6 + 65*a**6*z**4 - 36*a**6*z**2 + 12*a**6 + a**5*z**11 + 15*a**5*z**9 - 37*a**5*z**7 + 6*a**5*z**5 + 26*a**5*z**3 - 15*a**5*z + 4*a**4*z**10 + 4*a**4*z**8 - 40*a**4*z**6 + 51*a**4*z**4 - 29*a**4*z**2 + 9*a**4 + 6*a**3*z**9 - 14*a**3*z**7 + 3*a**3*z**5 + 9*a**3*z**3 - 4*a**3*z + 4*a**2*z**8 - 13*a**2*z**6 + 15*a**2*z**4 - 7*a**2*z**2 + a**2 + a*z**7 - 3*a*z**5 + 3*a*z**3 - a*z
12a_120,a**10*z**6 - 2*a**10*z**4 + a**10*z**2 + 4*a**9*z**7 - 9*a**9*z**5 + 7*a**9*z**3 - 2*a**9*z + 7*a**8*z**8 - 12*a**8*z**6 + 6*a**8*z**4 - 2*a**8*z**2 + a**8 + 8*a**7*z**9 - 6*a**7*z**7 - 13*a**7*z**5 + 20*a**7*z**3 - 9*a**7*z + 6*a**6*z**10 + 6*a**6*z**8 - 32*a**6*z**6 + 35*a**6*z**4 - 18*a**6*z**2 + 5*a**6 + 2*a**5*z**11 + 19*a**5*z**9 - 40*a**5*z**7 + 16*a**5*z**5 + 15*a**5*z**3 - 10*a**5*z + 14*a**4*z**10 - 6*a**4*z**8 - 39*a**4*z**6 + 52*a**4*z**4 - 25*a**4*z**2 + 6*a**4 + 2*a**3*z**11 + 24*a**3*z**9 - 55*a**3*z**7 + 31*a**3*z**5 + 2*a**3*z**3 - 4*a**3*z + 8*a**2*z**10 + 6*a**2*z**8 - 42*a**2*z**6 + 38*a**2*z**4 - 13*a**2*z**2 + a**2 + 13*a*z**9 - 20*a*z**7 + 3*a*z**5 + 3*a*z**3 - a*z + 11*z**8 - 21*z**6 + 12*z**4 - 3*z**2 + 5*z**7/a - 8*z**5/a + 3*z**3/a + z**6/a**2 - z**4/a**2
12a_121,a**5*z**5 - 2*a**5*z**3 + a**5*z + 3*a**4*z**6 - 5*a**4*z**4 + 3*a**4*z**2 - a**4 + 5*a**3*z**7 - 6*a**3*z**5 + a**3*z**3 + a**3*z + 6*a**2*z**8 - 6*a**2*z**6 + 3*a**2*z**2 - 2*a**2 + 5*a*z**9 - 2*a*z**7 - 4*a*z**5 + 2*a*z**3 + a*z + 3*z**10 + 3*z**8 - 12*z**6 + 12*z**4 - 6*z**2 + 1 + z**11/a + 7*z**9/a - 18*z**7/a + 18*z**5/a - 12*z**3/a + 4*z/a + 6*z**10/a**2 - 10*z**8/a**2 - 3*z**6/a**2 + 17*z**4/a**2 - 15*z**2/a**2 + 3/a**2 + z**11/a**3 + 6*z**9/a**3 - 25*z**7/a**3 + 29*z**5/a**3 - 16*z**3/a**3 + 4*z/a**3 + 3*z**10/a**4 - 4*z**8/a**4 - 12*z**6/a**4 + 24*z**4/a**4 - 15*z**2/a**4 + 3/a**4 + 4*z**9/a**5 - 13*z**7/a**5 + 10*z**5/a**5 - z**3/a**5 + 3*z**8/a**6 - 12*z**6/a**6 + 14*z**4/a**6 - 6*z**2/a**6 + a**(-6) + z**7/a**7 - 4*z**5/a**7 + 4*z**3/a**7 - z/a**7
12a_122,a**3*z**7 - 4*a**3*z**5 + 5*a**3*z**3 - 2*a**3*z + 3*a**2*z**8 - 11*a**2*z**6 + 14*a**2*z**4 - 8*a**2*z**2 + 2*a**2 + 4*a*z**9 - 9*a*z**7 + 9*a*z**3 - 4*a*z + 3*z**10 + 2*z**8 - 28*z**6 + 41*z**4 - 27*z**2 + 7 + z**11/a + 10*z**9/a - 27*z**7/a + 12*z**5/a + 4*z**3/a - 3*z/a + 7*z**10/a**2 + z**8/a**2 - 43*z**6/a**2 + 62*z**4/a**2 - 40*z**2/a**2 + 9/a**2 + z**11/a**3 + 14*z**9/a**3 - 30*z**7/a**3 + 12*z**5/a**3 + 6*z**3/a**3 - 3*z/a**3 + 4*z**10/a**4 + 11*z**8/a**4 - 45*z**6/a**4 + 58*z**4/a**4 - 34*z**2/a**4 + 8/a**4 + 8*z**9/a**5 - 7*z**7/a**5 - 5*z**5/a**5 + 13*z**3/a**5 - 5*z/a**5 + 9*z**8/a**6 - 16*z**6/a**6 + 19*z**4/a**6 - 12*z**2/a**6 + 3/a**6 + 6*z**7/a**7 - 8*z**5/a**7 + 5*z**3/a**7 - 2*z/a**7 + 3*z**6/a**8 - 4*z**4/a**8 + z**2/a**8 + z**5/a**9 - 2*z**3/a**9 + z/a**9
12a_123,z**8 - 5*z**6 + 9*z**4 - 7*z**2 + 2 + 3*z**9/a - 14*z**7/a + 22*z**5/a - 13*z**3/a + 2*z/a + 3*z**10/a**2 - 7*z**8/a**2 - 9*z**6/a**2 + 31*z**4/a**2 - 21*z**2/a**2 + 4/a**2 + z**11/a**3 + 9*z**9/a**3 - 48*z**7/a**3 + 65*z**5/a**3 - 31*z**3/a**3 + 5*z/a**3 + 8*z**10/a**4 - 15*z**8/a**4 - 23*z**6/a**4 + 54*z**4/a**4 - 32*z**2/a**4 + 7/a**4 + z**11/a**5 + 16*z**9/a**5 - 59*z**7/a**5 + 56*z**5/a**5 - 19*z**3/a**5 + z/a**5 + 5*z**10/a**6 + 5*z**8/a**6 - 48*z**6/a**6 + 56*z**4/a**6 - 28*z**2/a**6 + 6/a**6 + 10*z**9/a**7 - 15*z**7/a**7 - 6*z**5/a**7 + 15*z**3/a**7 - 6*z/a**7 + 12*z**8/a**8 - 23*z**6/a**8 + 18*z**4/a**8 - 7*z**2/a**8 + 2/a**8 + 10*z**7/a**9 - 16*z**5/a**9 + 14*z**3/a**9 - 4*z/a**9 + 6*z**6/a**10 - 5*z**4/a**10 + 2*z**2/a**10 + 3*z**5/a**11 - 2*z**3/a**11 + z**4/a**12 - z**2/a**12
12a_124,a**2*z**6 - 3*a**2*z**4 + 3*a**2*z**2 - a**2 + 3*a*z**7 - 8*a*z**5 + 6*a*z**3 - a*z + 4*z**8 - 6*z**6 - 3*z**4 + 5*z**2 - 1 + 4*z**9/a - 3*z**7/a - 6*z**5/a + 3*z**3/a + 3*z**10/a**2 - 5*z**6/a**2 + 2*z**2/a**2 - 1/a**2 + z**11/a**3 + 8*z**9/a**3 - 24*z**7/a**3 + 32*z**5/a**3 - 20*z**3/a**3 + 5*z/a**3 + 7*z**10/a**4 - 13*z**8/a**4 + 9*z**6/a**4 + 4*z**4/a**4 - 4*z**2/a**4 + a**(-4) + z**11/a**5 + 10*z**9/a**5 - 36*z**7/a**5 + 54*z**5/a**5 - 33*z**3/a**5 + 7*z/a**5 + 4*z**10/a**6 - 4*z**8/a**6 - 6*z**6/a**6 + 15*z**4/a**6 - 10*z**2/a**6 + 2/a**6 + 6*z**9/a**7 - 15*z**7/a**7 + 16*z**5/a**7 - 11*z**3/a**7 + 2*z/a**7 + 5*z**8/a**8 - 12*z**6/a**8 + 8*z**4/a**8 - 4*z**2/a**8 + a**(-8) + 3*z**7/a**9 - 8*z**5/a**9 + 5*z**3/a**9 - z/a**9 + z**6/a**10 - 3*z**4/a**10 + 2*z**2/a**10
12a_125,a**6*z**6 - 3*a**6*z**4 + 3*a**6*z**2 - a**6 + 3*a**5*z**7 - 7*a**5*z**5 + 5*a**5*z**3 - a**5*z + 5*a**4*z**8 - 8*a**4*z**6 + a**4*z**4 + 3*a**4*z**2 - a**4 + 6*a**3*z**9 - 8*a**3*z**7 + 3*a**3*z**5 - 3*a**3*z**3 + 2*a**3*z + 4*a**2*z**10 + 3*a**2*z**8 - 15*a**2*z**6 + 11*a**2*z**4 - 3*a**2*z**2 + a*z**11 + 14*a*z**9 - 34*a*z**7 + 37*a*z**5 - 24*a*z**3 + 6*a*z + 8*z**10 - 4*z**8 - 12*z**6 + 14*z**4 - 6*z**2 + 1 + z**11/a + 14*z**9/a - 34*z**7/a + 37*z**5/a - 24*z**3/a + 6*z/a + 4*z**10/a**2 + 3*z**8/a**2 - 15*z**6/a**2 + 11*z**4/a**2 - 3*z**2/a**2 + 6*z**9/a**3 - 8*z**7/a**3 + 3*z**5/a**3 - 3*z**3/a**3 + 2*z/a**3 + 5*z**8/a**4 - 8*z**6/a**4 + z**4/a**4 + 3*z**2/a**4 - 1/a**4 + 3*z**7/a**5 - 7*z**5/a**5 + 5*z**3/a**5 - z/a**5 + z**6/a**6 - 3*z**4/a**6 + 3*z**2/a**6 - 1/a**6
12a_126,a**6*z**6 - 2*a**6*z**4 + a**6*z**2 + 4*a**5*z**7 - 8*a**5*z**5 + 5*a**5*z**3 - a**5*z + 8*a**4*z**8 - 15*a**4*z**6 + 10*a**4*z**4 - 4*a**4*z**2 + a**4 + 10*a**3*z**9 - 15*a**3*z**7 + 5*a**3*z**5 + a**3*z**3 - a**3*z + 7*a**2*z**10 + 3*a**2*z**8 - 29*a**2*z**6 + 31*a**2*z**4 - 15*a**2*z**2 + 3*a**2 + 2*a*z**11 + 21*a*z**9 - 52*a*z**7 + 43*a*z**5 - 15*a*z**3 + a*z + 14*z**10 - 10*z**8 - 26*z**6 + 38*z**4 - 20*z**2 + 5 + 2*z**11/a + 21*z**9/a - 52*z**7/a + 43*z**5/a - 15*z**3/a + z/a + 7*z**10/a**2 + 3*z**8/a**2 - 29*z**6/a**2 + 31*z**4/a**2 - 15*z**2/a**2 + 3/a**2 + 10*z**9/a**3 - 15*z**7/a**3 + 5*z**5/a**3 + z**3/a**3 - z/a**3 + 8*z**8/a**4 - 15*z**6/a**4 + 10*z**4/a**4 - 4*z**2/a**4 + a**(-4) + 4*z**7/a**5 - 8*z**5/a**5 + 5*z**3/a**5 - z/a**5 + z**6/a**6 - 2*z**4/a**6 + z**2/a**6
12a_127,a**10*z**6 - 2*a**10*z**4 + a**10*z**2 + 4*a**9*z**7 - 9*a**9*z**5 + 5*a**9*z**3 - a**9*z + 7*a**8*z**8 - 15*a**8*z**6 + 8*a**8*z**4 - 4*a**8*z**2 + a**8 + 7*a**7*z**9 - 10*a**7*z**7 - 4*a**7*z**5 + 5*a**7*z**3 - a**7*z + 4*a**6*z**10 + 4*a**6*z**8 - 29*a**6*z**6 + 34*a**6*z**4 - 17*a**6*z**2 + 3*a**6 + a**5*z**11 + 12*a**5*z**9 - 34*a**5*z**7 + 34*a**5*z**5 - 12*a**5*z**3 + 2*a**5*z + 7*a**4*z**10 - 7*a**4*z**8 - 16*a**4*z**6 + 43*a**4*z**4 - 28*a**4*z**2 + 5*a**4 + a**3*z**11 + 9*a**3*z**9 - 31*a**3*z**7 + 48*a**3*z**5 - 31*a**3*z**3 + 8*a**3*z + 3*a**2*z**10 - a**2*z**8 - 9*a**2*z**6 + 22*a**2*z**4 - 18*a**2*z**2 + 3*a**2 + 4*a*z**9 - 9*a*z**7 + 14*a*z**5 - 17*a*z**3 + 7*a*z + 3*z**8 - 5*z**6 - z**4 + 3*z**2 - 1 + 2*z**7/a - 5*z**5/a + 2*z**3/a + z/a + z**6/a**2 - 4*z**4/a**2 + 5*z**2/a**2 - 2/a**2
12a_128,a**8*z**8 - 5*a**8*z**6 + 8*a**8*z**4 - 5*a**8*z**2 + a**8 + 3*a**7*z**9 - 15*a**7*z**7 + 23*a**7*z**5 - 13*a**7*z**3 + 3*a**7*z + 3*a**6*z**10 - 11*a**6*z**8 + 4*a**6*z**6 + 14*a**6*z**4 - 10*a**6*z**2 + 2*a**6 + a**5*z**11 + 4*a**5*z**9 - 34*a**5*z**7 + 55*a**5*z**5 - 31*a**5*z**3 + 6*a**5*z + 6*a**4*z**10 - 21*a**4*z**8 + 14*a**4*z**6 + 7*a**4*z**4 - 9*a**4*z**2 + 2*a**4 + a**3*z**11 + 5*a**3*z**9 - 30*a**3*z**7 + 42*a**3*z**5 - 27*a**3*z**3 + 6*a**3*z + 3*a**2*z**10 - 5*a**2*z**8 - 2*a**2*z**6 + 2*a**2*z**4 - a**2*z**2 + 4*a*z**9 - 7*a*z**7 + 3*a*z**5 - 2*a*z**3 + a*z + 4*z**8 - 4*z**6 - 2*z**4 + 5*z**2 - 1 + 4*z**7/a - 5*z**5/a + 5*z**3/a - 2*z/a + 3*z**6/a**2 - 2*z**4/a**2 + 2*z**5/a**3 - 2*z**3/a**3 + z**4/a**4 - 2*z**2/a**4 + a**(-4)
12a_129,a**9*z**5 - 2*a**9*z**3 + a**9*z + 3*a**8*z**6 - 5*a**8*z**4 + 2*a**8*z**2 + 5*a**7*z**7 - 6*a**7*z**5 + a**7*z**3 + 7*a**6*z**8 - 11*a**6*z**6 + 10*a**6*z**4 - 6*a**6*z**2 + 2*a**6 + 7*a**5*z**9 - 11*a**5*z**7 + 10*a**5*z**5 - 3*a**5*z**3 + 4*a**4*z**10 + 3*a**4*z**8 - 24*a**4*z**6 + 37*a**4*z**4 - 22*a**4*z**2 + 5*a**4 + a**3*z**11 + 12*a**3*z**9 - 36*a**3*z**7 + 38*a**3*z**5 - 16*a**3*z**3 + 2*a**3*z + 7*a**2*z**10 - 7*a**2*z**8 - 22*a**2*z**6 + 42*a**2*z**4 - 28*a**2*z**2 + 6*a**2 + a*z**11 + 9*a*z**9 - 31*a*z**7 + 27*a*z**5 - 9*a*z**3 + 3*z**10 - 23*z**6 + 33*z**4 - 21*z**2 + 6 + 4*z**9/a - 10*z**7/a + 2*z**5/a + 6*z**3/a - 3*z/a + 3*z**8/a**2 - 11*z**6/a**2 + 13*z**4/a**2 - 7*z**2/a**2 + 2/a**2 + z**7/a**3 - 4*z**5/a**3 + 5*z**3/a**3 - 2*z/a**3
12a_130,a**7*z**7 - 4*a**7*z**5 + 5*a**7*z**3 - 2*a**7*z + 3*a**6*z**8 - 11*a**6*z**6 + 13*a**6*z**4 - 6*a**6*z**2 + a**6 + 4*a**5*z**9 - 10*a**5*z**7 + 2*a**5*z**5 + 7*a**5*z**3 - 3*a**5*z + 3*a**4*z**10 - a**4*z**8 - 17*a**4*z**6 + 22*a**4*z**4 - 11*a**4*z**2 + 2*a**4 + a**3*z**11 + 7*a**3*z**9 - 19*a**3*z**7 + 5*a**3*z**5 + 6*a**3*z**3 - 2*a**3*z + 6*a**2*z**10 - 4*a**2*z**8 - 15*a**2*z**6 + 16*a**2*z**4 - 7*a**2*z**2 + a**2 + a*z**11 + 8*a*z**9 - 12*a*z**7 - 6*a*z**5 + 12*a*z**3 - 3*a*z + 3*z**10 + 6*z**8 - 17*z**6 + 11*z**4 - z**2 + 5*z**9/a + z**7/a - 12*z**5/a + 12*z**3/a - 3*z/a + 6*z**8/a**2 - 5*z**6/a**2 - z**4/a**2 + 4*z**2/a**2 - 2/a**2 + 5*z**7/a**3 - 6*z**5/a**3 + 2*z**3/a**3 + 3*z**6/a**4 - 5*z**4/a**4 + 3*z**2/a**4 - 1/a**4 + z**5/a**5 - 2*z**3/a**5 + z/a**5
12a_131,a**3*z**7 - 3*a**3*z**5 + 3*a**3*z**3 - a**3*z + 4*a**2*z**8 - 12*a**2*z**6 + 13*a**2*z**4 - 6*a**2*z**2 + a**2 + 7*a*z**9 - 17*a*z**7 + 10*a*z**5 + 2*a*z**3 - 2*a*z + 6*z**10 - 2*z**8 - 29*z**6 + 38*z**4 - 18*z**2 + 4 + 2*z**11/a + 18*z**9/a - 54*z**7/a + 37*z**5/a - 5*z**3/a - 2*z/a + 14*z**10/a**2 - 9*z**8/a**2 - 45*z**6/a**2 + 56*z**4/a**2 - 25*z**2/a**2 + 4/a**2 + 2*z**11/a**3 + 25*z**9/a**3 - 60*z**7/a**3 + 34*z**5/a**3 - z**3/a**3 - 3*z/a**3 + 8*z**10/a**4 + 11*z**8/a**4 - 53*z**6/a**4 + 52*z**4/a**4 - 20*z**2/a**4 + 3/a**4 + 14*z**9/a**5 - 15*z**7/a**5 - 2*z**5/a**5 + 11*z**3/a**5 - 4*z/a**5 + 14*z**8/a**6 - 21*z**6/a**6 + 17*z**4/a**6 - 6*z**2/a**6 + a**(-6) + 9*z**7/a**7 - 11*z**5/a**7 + 7*z**3/a**7 - 2*z/a**7 + 4*z**6/a**8 - 4*z**4/a**8 + z**2/a**8 + z**5/a**9 - z**3/a**9
12a_132,a**6*z**6 - 2*a**6*z**4 + a**6*z**2 + 4*a**5*z**7 - 8*a**5*z**5 + 5*a**5*z**3 - a**5*z + 8*a**4*z**8 - 15*a**4*z**6 + 10*a**4*z**4 - 4*a**4*z**2 + a**4 + 10*a**3*z**9 - 15*a**3*z**7 + 5*a**3*z**5 + a**3*z**3 - a**3*z + 7*a**2*z**10 + 3*a**2*z**8 - 29*a**2*z**6 + 31*a**2*z**4 - 15*a**2*z**2 + 3*a**2 + 2*a*z**11 + 21*a*z**9 - 52*a*z**7 + 43*a*z**5 - 15*a*z**3 + a*z + 14*z**10 - 10*z**8 - 26*z**6 + 38*z**4 - 20*z**2 + 5 + 2*z**11/a + 21*z**9/a - 52*z**7/a + 43*z**5/a - 15*z**3/a + z/a + 7*z**10/a**2 + 3*z**8/a**2 - 29*z**6/a**2 + 31*z**4/a**2 - 15*z**2/a**2 + 3/a**2 + 10*z**9/a**3 - 15*z**7/a**3 + 5*z**5/a**3 + z**3/a**3 - z/a**3 + 8*z**8/a**4 - 15*z**6/a**4 + 10*z**4/a**4 - 4*z**2/a**4 + a**(-4) + 4*z**7/a**5 - 8*z**5/a**5 + 5*z**3/a**5 - z/a**5 + z**6/a**6 - 2*z**4/a**6 + z**2/a**6
12a_133,a**3*z**7 - 3*a**3*z**5 + 3*a**3*z**3 - a**3*z + 4*a**2*z**8 - 12*a**2*z**6 + 13*a**2*z**4 - 6*a**2*z**2 + a**2 + 7*a*z**9 - 17*a*z**7 + 10*a*z**5 + 2*a*z**3 - 2*a*z + 6*z**10 - 2*z**8 - 29*z**6 + 38*z**4 - 18*z**2 + 4 + 2*z**11/a + 18*z**9/a - 54*z**7/a + 37*z**5/a - 5*z**3/a - 2*z/a + 14*z**10/a**2 - 9*z**8/a**2 - 45*z**6/a**2 + 56*z**4/a**2 - 25*z**2/a**2 + 4/a**2 + 2*z**11/a**3 + 25*z**9/a**3 - 60*z**7/a**3 + 34*z**5/a**3 - z**3/a**3 - 3*z/a**3 + 8*z**10/a**4 + 11*z**8/a**4 - 53*z**6/a**4 + 52*z**4/a**4 - 20*z**2/a**4 + 3/a**4 + 14*z**9/a**5 - 15*z**7/a**5 - 2*z**5/a**5 + 11*z**3/a**5 - 4*z/a**5 + 14*z**8/a**6 - 21*z**6/a**6 + 17*z**4/a**6 - 6*z**2/a**6 + a**(-6) + 9*z**7/a**7 - 11*z**5/a**7 + 7*z**3/a**7 - 2*z/a**7 + 4*z**6/a**8 - 4*z**4/a**8 + z**2/a**8 + z**5/a**9 - z**3/a**9
12a_134,a**5*z**5 + 5*a**4*z**6 - 3*a**4*z**4 + 12*a**3*z**7 - 13*a**3*z**5 + 3*a**3*z**3 + 18*a**2*z**8 - 26*a**2*z**6 + 11*a**2*z**4 - 2*a**2*z**2 + 17*a*z**9 - 22*a*z**7 + 4*a*z**5 + a*z**3 + 9*z**10 + 7*z**8 - 44*z**6 + 38*z**4 - 12*z**2 + 2 + 2*z**11/a + 25*z**9/a - 68*z**7/a + 58*z**5/a - 20*z**3/a + 2*z/a + 14*z**10/a**2 - 20*z**8/a**2 - 14*z**6/a**2 + 36*z**4/a**2 - 21*z**2/a**2 + 4/a**2 + 2*z**11/a**3 + 13*z**9/a**3 - 48*z**7/a**3 + 53*z**5/a**3 - 24*z**3/a**3 + 3*z/a**3 + 5*z**10/a**4 - 6*z**8/a**4 - 11*z**6/a**4 + 23*z**4/a**4 - 17*z**2/a**4 + 5/a**4 + 5*z**9/a**5 - 13*z**7/a**5 + 9*z**5/a**5 - z**3/a**5 - z/a**5 + 3*z**8/a**6 - 10*z**6/a**6 + 11*z**4/a**6 - 6*z**2/a**6 + 2/a**6 + z**7/a**7 - 4*z**5/a**7 + 5*z**3/a**7 - 2*z/a**7
12a_135,a**3*z**7 - 2*a**3*z**5 + 5*a**2*z**8 - 15*a**2*z**6 + 9*a**2*z**4 + a**2*z**2 - a**2 + 9*a*z**9 - 30*a*z**7 + 26*a*z**5 - 5*a*z**3 - a*z + 7*z**10 - 15*z**8 - 4*z**6 + 13*z**4 - 1 + 2*z**11/a + 12*z**9/a - 54*z**7/a + 57*z**5/a - 18*z**3/a + 12*z**10/a**2 - 29*z**8/a**2 + 17*z**6/a**2 - 1/a**2 + 2*z**11/a**3 + 9*z**9/a**3 - 31*z**7/a**3 + 31*z**5/a**3 - 12*z**3/a**3 + z/a**3 + 5*z**10/a**4 - 3*z**8/a**4 - z**6/a**4 - 3*z**4/a**4 + 4*z**2/a**4 - 1/a**4 + 6*z**9/a**5 - 3*z**7/a**5 - 5*z**5/a**5 + 5*z**3/a**5 - z/a**5 + 6*z**8/a**6 - 4*z**6/a**6 - 4*z**4/a**6 + 6*z**2/a**6 - 2/a**6 + 5*z**7/a**7 - 6*z**5/a**7 + 2*z**3/a**7 + 3*z**6/a**8 - 5*z**4/a**8 + 3*z**2/a**8 - 1/a**8 + z**5/a**9 - 2*z**3/a**9 + z/a**9
