name,kauffman
12a_1037,a**16*z**8 - 4*a**16*z**6 + 5*a**16*z**4 - 2*a**16*z**2 + 4*a**15*z**9 - 18*a**15*z**7 + 27*a**15*z**5 - 14*a**15*z**3 + a**15*z + 5*a**14*z**10 - 17*a**14*z**8 + 12*a**14*z**6 + 7*a**14*z**4 - 4*a**14*z**2 - a**14 + 2*a**13*z**11 + 8*a**13*z**9 - 55*a**13*z**7 + 83*a**13*z**5 - 46*a**13*z**3 + 11*a**13*z + 13*a**12*z**10 - 35*a**12*z**8 + 14*a**12*z**6 + 9*a**12*z**4 + 4*a**12*z**2 - 3*a**12 + 2*a**11*z**11 + 19*a**11*z**9 - 73*a**11*z**7 + 74*a**11*z**5 - 35*a**11*z**3 + 9*a**11*z + 8*a**10*z**10 + 2*a**10*z**8 - 45*a**10*z**6 + 39*a**10*z**4 - 13*a**10*z**2 + a**10 + 15*a**9*z**9 - 20*a**9*z**7 - 6*a**9*z**5 + 5*a**9*z**3 - a**9*z + 19*a**8*z**8 - 33*a**8*z**6 + 23*a**8*z**4 - 15*a**8*z**2 + 4*a**8 + 16*a**7*z**7 - 20*a**7*z**5 + 8*a**7*z**3 + 10*a**6*z**6 - 8*a**6*z**4 + 4*a**6*z**2 + 4*a**5*z**5 + a**4*z**4
12a_1038,a**14*z**6 - 2*a**14*z**4 + 4*a**13*z**7 - 9*a**13*z**5 + 3*a**13*z**3 + 8*a**12*z**8 - 20*a**12*z**6 + 14*a**12*z**4 - 4*a**12*z**2 + 10*a**11*z**9 - 26*a**11*z**7 + 26*a**11*z**5 - 13*a**11*z**3 + 2*a**11*z + 7*a**10*z**10 - 9*a**10*z**8 - 6*a**10*z**6 + 17*a**10*z**4 - 7*a**10*z**2 + 2*a**9*z**11 + 15*a**9*z**9 - 55*a**9*z**7 + 72*a**9*z**5 - 36*a**9*z**3 + 7*a**9*z + 13*a**8*z**10 - 26*a**8*z**8 + 13*a**8*z**6 + 12*a**8*z**4 - 7*a**8*z**2 + 2*a**7*z**11 + 14*a**7*z**9 - 46*a**7*z**7 + 54*a**7*z**5 - 27*a**7*z**3 + 5*a**7*z + 6*a**6*z**10 - a**6*z**8 - 21*a**6*z**6 + 26*a**6*z**4 - 13*a**6*z**2 + 2*a**6 + 9*a**5*z**9 - 17*a**5*z**7 + 9*a**5*z**5 - 4*a**5*z**3 + 8*a**4*z**8 - 18*a**4*z**6 + 13*a**4*z**4 - 8*a**4*z**2 + 3*a**4 + 4*a**3*z**7 - 8*a**3*z**5 + 3*a**3*z**3 + a**2*z**6 - 2*a**2*z**4 + a**2*z**2
12a_1039,a**6*z**6 - 3*a**6*z**4 + 2*a**6*z**2 + 3*a**5*z**7 - 8*a**5*z**5 + 4*a**5*z**3 + 5*a**4*z**8 - 14*a**4*z**6 + 13*a**4*z**4 - 9*a**4*z**2 + 2*a**4 + 5*a**3*z**9 - 12*a**3*z**7 + 11*a**3*z**5 - 8*a**3*z**3 + a**3*z + 3*a**2*z**10 - a**2*z**8 - 12*a**2*z**6 + 20*a**2*z**4 - 12*a**2*z**2 + 2*a**2 + a*z**11 + 6*a*z**9 - 20*a*z**7 + 21*a*z**5 - a*z**3 - 3*a*z + 6*z**10 - 12*z**8 + 6*z**6 + 8*z**4 - 2*z**2 + 1 + z**11/a + 6*z**9/a - 20*z**7/a + 21*z**5/a - z**3/a - 3*z/a + 3*z**10/a**2 - z**8/a**2 - 12*z**6/a**2 + 20*z**4/a**2 - 12*z**2/a**2 + 2/a**2 + 5*z**9/a**3 - 12*z**7/a**3 + 11*z**5/a**3 - 8*z**3/a**3 + z/a**3 + 5*z**8/a**4 - 14*z**6/a**4 + 13*z**4/a**4 - 9*z**2/a**4 + 2/a**4 + 3*z**7/a**5 - 8*z**5/a**5 + 4*z**3/a**5 + z**6/a**6 - 3*z**4/a**6 + 2*z**2/a**6
12a_1040,a**4*z**8 - 6*a**4*z**6 + 12*a**4*z**4 - 9*a**4*z**2 + 2*a**4 + 2*a**3*z**9 - 10*a**3*z**7 + 15*a**3*z**5 - 6*a**3*z**3 + 2*a**2*z**10 - 7*a**2*z**8 + 3*a**2*z**6 + 8*a**2*z**4 - 6*a**2*z**2 + 2*a**2 + a*z**11 - 9*a*z**7 + 8*a*z**5 + 4*a*z**3 - 3*a*z + 5*z**10 - 16*z**8 + 16*z**6 - 11*z**4 + 4*z**2 + 1 + z**11/a + 4*z**9/a - 16*z**7/a + 13*z**5/a - 8*z**3/a + z/a + 3*z**10/a**2 - 11*z**6/a**2 + 7*z**4/a**2 - 5*z**2/a**2 + a**(-2) + 6*z**9/a**3 - 9*z**7/a**3 + 6*z**5/a**3 - 9*z**3/a**3 + 4*z/a**3 + 8*z**8/a**4 - 12*z**6/a**4 + 6*z**4/a**4 + 8*z**7/a**5 - 11*z**5/a**5 + 7*z**3/a**5 + 6*z**6/a**6 - 7*z**4/a**6 + 5*z**2/a**6 - 1/a**6 + 3*z**5/a**7 - 2*z**3/a**7 + z**4/a**8 - z**2/a**8
12a_1041,a**13*z**5 + 5*a**12*z**6 - 2*a**12*z**4 + 13*a**11*z**7 - 13*a**11*z**5 + 5*a**11*z**3 + 21*a**10*z**8 - 30*a**10*z**6 + 16*a**10*z**4 - 2*a**10*z**2 + 21*a**9*z**9 - 26*a**9*z**7 + 6*a**9*z**5 - 3*a**9*z**3 + 3*a**9*z + 13*a**8*z**10 + a**8*z**8 - 32*a**8*z**6 + 13*a**8*z**4 + 2*a**8*z**2 - a**8 + 4*a**7*z**11 + 26*a**7*z**9 - 69*a**7*z**7 + 49*a**7*z**5 - 22*a**7*z**3 + 5*a**7*z + 23*a**6*z**10 - 45*a**6*z**8 + 22*a**6*z**6 - 10*a**6*z**4 + 7*a**6*z**2 - 2*a**6 + 4*a**5*z**11 + 15*a**5*z**9 - 60*a**5*z**7 + 57*a**5*z**5 - 20*a**5*z**3 + 3*a**5*z + 10*a**4*z**10 - 20*a**4*z**8 + 5*a**4*z**6 + 5*a**4*z**4 + 4*a**4*z**2 - 2*a**4 + 10*a**3*z**9 - 29*a**3*z**7 + 26*a**3*z**5 - 6*a**3*z**3 + a**3*z + 5*a**2*z**8 - 14*a**2*z**6 + 10*a**2*z**4 + a**2*z**2 - 2*a**2 + a*z**7 - 2*a*z**5
12a_1042,a**7*z**7 - 3*a**7*z**5 + 2*a**7*z**3 + 4*a**6*z**8 - 12*a**6*z**6 + 10*a**6*z**4 - 2*a**6*z**2 + 8*a**5*z**9 - 24*a**5*z**7 + 25*a**5*z**5 - 12*a**5*z**3 + 2*a**5*z + 9*a**4*z**10 - 22*a**4*z**8 + 18*a**4*z**6 - 8*a**4*z**4 + 3*a**4*z**2 - a**4 + 4*a**3*z**11 + 10*a**3*z**9 - 49*a**3*z**7 + 54*a**3*z**5 - 23*a**3*z**3 + 3*a**3*z + 22*a**2*z**10 - 49*a**2*z**8 + 34*a**2*z**6 - 14*a**2*z**4 + 7*a**2*z**2 - 2*a**2 + 4*a*z**11 + 23*a*z**9 - 65*a*z**7 + 44*a*z**5 - 8*a*z**3 + 13*z**10 - 2*z**8 - 32*z**6 + 22*z**4 - 2*z**2 + 21*z**9/a - 28*z**7/a + 4*z**5/a + 5*z**3/a - 2*z/a + 21*z**8/a**2 - 31*z**6/a**2 + 16*z**4/a**2 - 4*z**2/a**2 + 13*z**7/a**3 - 13*z**5/a**3 + 4*z**3/a**3 - z/a**3 + 5*z**6/a**4 - 2*z**4/a**4 + z**5/a**5
12a_1043,a**9*z**5 - a**9*z**3 + 4*a**8*z**6 - 5*a**8*z**4 + a**8*z**2 + 8*a**7*z**7 - 11*a**7*z**5 + 4*a**7*z**3 + 11*a**6*z**8 - 16*a**6*z**6 + 7*a**6*z**4 + 12*a**5*z**9 - 21*a**5*z**7 + 17*a**5*z**5 - 8*a**5*z**3 + 2*a**5*z + 10*a**4*z**10 - 19*a**4*z**8 + 19*a**4*z**6 - 13*a**4*z**4 + 5*a**4*z**2 - a**4 + 4*a**3*z**11 + 8*a**3*z**9 - 45*a**3*z**7 + 59*a**3*z**5 - 29*a**3*z**3 + 4*a**3*z + 20*a**2*z**10 - 64*a**2*z**8 + 76*a**2*z**6 - 44*a**2*z**4 + 14*a**2*z**2 - 3*a**2 + 4*a*z**11 + 6*a*z**9 - 49*a*z**7 + 58*a*z**5 - 21*a*z**3 + 2*a*z + 10*z**10 - 29*z**8 + 23*z**6 - 12*z**4 + 9*z**2 - 2 + 10*z**9/a - 32*z**7/a + 26*z**5/a - 5*z**3/a + 5*z**8/a**2 - 14*z**6/a**2 + 7*z**4/a**2 + z**2/a**2 - 1/a**2 + z**7/a**3 - 2*z**5/a**3
12a_1044,a**11*z**7 - 3*a**11*z**5 + a**11*z**3 + 4*a**10*z**8 - 13*a**10*z**6 + 8*a**10*z**4 - a**10*z**2 + 8*a**9*z**9 - 29*a**9*z**7 + 30*a**9*z**5 - 14*a**9*z**3 + 2*a**9*z + 9*a**8*z**10 - 32*a**8*z**8 + 36*a**8*z**6 - 19*a**8*z**4 + 5*a**8*z**2 - a**8 + 4*a**7*z**11 + a**7*z**9 - 41*a**7*z**7 + 64*a**7*z**5 - 28*a**7*z**3 + 2*a**7*z + 19*a**6*z**10 - 68*a**6*z**8 + 88*a**6*z**6 - 45*a**6*z**4 + 12*a**6*z**2 - 2*a**6 + 4*a**5*z**11 + 5*a**5*z**9 - 37*a**5*z**7 + 46*a**5*z**5 - 12*a**5*z**3 - a**5*z + 10*a**4*z**10 - 20*a**4*z**8 + 21*a**4*z**6 - 17*a**4*z**4 + 8*a**4*z**2 - a**4 + 12*a**3*z**9 - 16*a**3*z**7 + a**3*z**5 + 3*a**3*z**3 - a**3*z + 12*a**2*z**8 - 13*a**2*z**6 - 4*a**2*z**4 + 2*a**2*z**2 + 10*a*z**7 - 13*a*z**5 + 2*a*z**3 + 5*z**6 - 5*z**4 + 1 + z**5/a
12a_1045,a**12*z**4 + 4*a**11*z**5 - a**11*z**3 + 9*a**10*z**6 - 7*a**10*z**4 + 2*a**10*z**2 + 14*a**9*z**7 - 19*a**9*z**5 + 9*a**9*z**3 - a**9*z + 15*a**8*z**8 - 23*a**8*z**6 + 8*a**8*z**4 - a**8*z**2 + 12*a**7*z**9 - 17*a**7*z**7 - 3*a**7*z**5 + 4*a**7*z**3 - a**7*z + 7*a**6*z**10 - 5*a**6*z**8 - 19*a**6*z**6 + 14*a**6*z**4 - 2*a**6*z**2 + 2*a**5*z**11 + 11*a**5*z**9 - 49*a**5*z**7 + 50*a**5*z**5 - 20*a**5*z**3 + 3*a**5*z + 11*a**4*z**10 - 36*a**4*z**8 + 31*a**4*z**6 - 7*a**4*z**4 + 2*a**4*z**2 + 2*a**3*z**11 + 2*a**3*z**9 - 32*a**3*z**7 + 51*a**3*z**5 - 26*a**3*z**3 + 5*a**3*z + 4*a**2*z**10 - 15*a**2*z**8 + 13*a**2*z**6 + 3*a**2*z**4 - 4*a**2*z**2 + 3*a*z**9 - 14*a*z**7 + 21*a*z**5 - 12*a*z**3 + 2*a*z + z**8 - 5*z**6 + 8*z**4 - 5*z**2 + 1
12a_1046,a**10*z**6 - 2*a**10*z**4 + 4*a**9*z**7 - 9*a**9*z**5 + 3*a**9*z**3 + 8*a**8*z**8 - 20*a**8*z**6 + 15*a**8*z**4 - 5*a**8*z**2 + 10*a**7*z**9 - 25*a**7*z**7 + 24*a**7*z**5 - 11*a**7*z**3 + 2*a**7*z + 7*a**6*z**10 - 7*a**6*z**8 - 12*a**6*z**6 + 24*a**6*z**4 - 8*a**6*z**2 + 2*a**5*z**11 + 16*a**5*z**9 - 55*a**5*z**7 + 68*a**5*z**5 - 31*a**5*z**3 + 5*a**5*z + 13*a**4*z**10 - 22*a**4*z**8 + 4*a**4*z**6 + 18*a**4*z**4 - 10*a**4*z**2 + a**4 + 2*a**3*z**11 + 15*a**3*z**9 - 45*a**3*z**7 + 50*a**3*z**5 - 27*a**3*z**3 + 5*a**3*z + 6*a**2*z**10 + a**2*z**8 - 23*a**2*z**6 + 25*a**2*z**4 - 14*a**2*z**2 + 2*a**2 + 9*a*z**9 - 15*a*z**7 + 7*a*z**5 - 6*a*z**3 + 2*a*z + 8*z**8 - 17*z**6 + 12*z**4 - 6*z**2 + 2 + 4*z**7/a - 8*z**5/a + 4*z**3/a + z**6/a**2 - 2*z**4/a**2 + z**2/a**2
12a_1047,a**3*z**7 - 4*a**3*z**5 + 4*a**3*z**3 - a**3*z + 3*a**2*z**8 - 11*a**2*z**6 + 10*a**2*z**4 - 3*a**2*z**2 + 5*a*z**9 - 18*a*z**7 + 18*a*z**5 - 8*a*z**3 + a*z + 5*z**10 - 17*z**8 + 20*z**6 - 19*z**4 + 13*z**2 - 3 + 2*z**11/a + 2*z**9/a - 25*z**7/a + 39*z**5/a - 25*z**3/a + 6*z/a + 10*z**10/a**2 - 37*z**8/a**2 + 60*z**6/a**2 - 57*z**4/a**2 + 33*z**2/a**2 - 8/a**2 + 2*z**11/a**3 + 3*z**9/a**3 - 21*z**7/a**3 + 36*z**5/a**3 - 25*z**3/a**3 + 7*z/a**3 + 5*z**10/a**4 - 11*z**8/a**4 + 18*z**6/a**4 - 19*z**4/a**4 + 13*z**2/a**4 - 4/a**4 + 6*z**9/a**5 - 10*z**7/a**5 + 11*z**5/a**5 - 8*z**3/a**5 + 2*z/a**5 + 6*z**8/a**6 - 8*z**6/a**6 + 4*z**4/a**6 - 2*z**2/a**6 + 5*z**7/a**7 - 7*z**5/a**7 + 2*z**3/a**7 + 3*z**6/a**8 - 5*z**4/a**8 + 2*z**2/a**8 + z**5/a**9 - 2*z**3/a**9 + z/a**9
12a_1048,a**5*z**5 - a**5*z**3 + 4*a**4*z**6 - 4*a**4*z**4 + a**4*z**2 + 9*a**3*z**7 - 12*a**3*z**5 + 7*a**3*z**3 - a**3*z + 13*a**2*z**8 - 20*a**2*z**6 + 14*a**2*z**4 - 4*a**2*z**2 + 12*a*z**9 - 14*a*z**7 + 3*a*z**5 + a*z**3 + 7*z**10 + 2*z**8 - 18*z**6 + 8*z**4 + 3*z**2 - 2 + 2*z**11/a + 15*z**9/a - 38*z**7/a + 31*z**5/a - 17*z**3/a + 4*z/a + 12*z**10/a**2 - 24*z**8/a**2 + 22*z**6/a**2 - 29*z**4/a**2 + 22*z**2/a**2 - 6/a**2 + 2*z**11/a**3 + 8*z**9/a**3 - 30*z**7/a**3 + 30*z**5/a**3 - 17*z**3/a**3 + 5*z/a**3 + 5*z**10/a**4 - 10*z**8/a**4 + 6*z**6/a**4 - 9*z**4/a**4 + 11*z**2/a**4 - 3/a**4 + 5*z**9/a**5 - 14*z**7/a**5 + 11*z**5/a**5 - 2*z**3/a**5 + 3*z**8/a**6 - 10*z**6/a**6 + 10*z**4/a**6 - 3*z**2/a**6 + z**7/a**7 - 4*z**5/a**7 + 5*z**3/a**7 - 2*z/a**7
12a_1049,a**3*z**7 - 3*a**3*z**5 + 2*a**3*z**3 + 4*a**2*z**8 - 12*a**2*z**6 + 10*a**2*z**4 - 3*a**2*z**2 + 8*a*z**9 - 25*a*z**7 + 25*a*z**5 - 12*a*z**3 + 2*a*z + 8*z**10 - 19*z**8 + 10*z**6 - 3*z**4 + 4*z**2 - 1 + 3*z**11/a + 11*z**9/a - 52*z**7/a + 58*z**5/a - 26*z**3/a + 4*z/a + 17*z**10/a**2 - 40*z**8/a**2 + 30*z**6/a**2 - 17*z**4/a**2 + 13*z**2/a**2 - 4/a**2 + 3*z**11/a**3 + 16*z**9/a**3 - 51*z**7/a**3 + 45*z**5/a**3 - 15*z**3/a**3 + 2*z/a**3 + 9*z**10/a**4 - 4*z**8/a**4 - 15*z**6/a**4 + 12*z**4/a**4 + z**2/a**4 - 2/a**4 + 13*z**9/a**5 - 16*z**7/a**5 + 2*z**5/a**5 + 5*z**3/a**5 - 2*z/a**5 + 13*z**8/a**6 - 19*z**6/a**6 + 12*z**4/a**6 - 4*z**2/a**6 + 9*z**7/a**7 - 12*z**5/a**7 + 7*z**3/a**7 - 2*z/a**7 + 4*z**6/a**8 - 4*z**4/a**8 + z**2/a**8 + z**5/a**9 - z**3/a**9
12a_1050,a**7*z**7 - 2*a**7*z**5 + a**7*z**3 + 5*a**6*z**8 - 13*a**6*z**6 + 11*a**6*z**4 - 3*a**6*z**2 + 10*a**5*z**9 - 25*a**5*z**7 + 20*a**5*z**5 - 7*a**5*z**3 + a**5*z + 10*a**4*z**10 - 11*a**4*z**8 - 24*a**4*z**6 + 40*a**4*z**4 - 19*a**4*z**2 + 2*a**4 + 4*a**3*z**11 + 24*a**3*z**9 - 89*a**3*z**7 + 88*a**3*z**5 - 36*a**3*z**3 + 7*a**3*z + 26*a**2*z**10 - 39*a**2*z**8 - 30*a**2*z**6 + 68*a**2*z**4 - 32*a**2*z**2 + 3*a**2 + 4*a*z**11 + 40*a*z**9 - 119*a*z**7 + 104*a*z**5 - 39*a*z**3 + 8*a*z + 16*z**10 - 58*z**6 + 61*z**4 - 21*z**2 + 1 + 26*z**9/a - 43*z**7/a + 26*z**5/a - 9*z**3/a + 2*z/a + 23*z**8/a**2 - 34*z**6/a**2 + 20*z**4/a**2 - 5*z**2/a**2 - 1/a**2 + 13*z**7/a**3 - 11*z**5/a**3 + 2*z**3/a**3 + 5*z**6/a**4 - 2*z**4/a**4 + z**5/a**5
12a_1051,a**12*z**4 - a**12*z**2 + 3*a**11*z**5 - 3*a**11*z**3 + a**11*z + 5*a**10*z**6 - 5*a**10*z**4 + 2*a**10*z**2 + 6*a**9*z**7 - 6*a**9*z**5 + a**9*z**3 + a**9*z + 6*a**8*z**8 - 7*a**8*z**6 + a**8*z**2 + 6*a**7*z**9 - 13*a**7*z**7 + 11*a**7*z**5 - 7*a**7*z**3 + 5*a**6*z**10 - 15*a**6*z**8 + 19*a**6*z**6 - 19*a**6*z**4 + 8*a**6*z**2 - a**6 + 2*a**5*z**11 - 20*a**5*z**7 + 30*a**5*z**5 - 16*a**5*z**3 + 2*a**5*z + 9*a**4*z**10 - 41*a**4*z**8 + 63*a**4*z**6 - 49*a**4*z**4 + 22*a**4*z**2 - 3*a**4 + 2*a**3*z**11 - 3*a**3*z**9 - 16*a**3*z**7 + 32*a**3*z**5 - 16*a**3*z**3 + 3*a**3*z + 4*a**2*z**10 - 19*a**2*z**8 + 27*a**2*z**6 - 17*a**2*z**4 + 9*a**2*z**2 - 3*a**2 + 3*a*z**9 - 15*a*z**7 + 22*a*z**5 - 11*a*z**3 + a*z + z**8 - 5*z**6 + 7*z**4 - 3*z**2
12a_1052,a**10*z**6 - 3*a**10*z**4 + 2*a**10*z**2 + 3*a**9*z**7 - 8*a**9*z**5 + 6*a**9*z**3 - 2*a**9*z + 5*a**8*z**8 - 11*a**8*z**6 + 7*a**8*z**4 - 2*a**8*z**2 + 6*a**7*z**9 - 11*a**7*z**7 + 6*a**7*z**5 + 2*a**7*z**3 - 3*a**7*z + 5*a**6*z**10 - 6*a**6*z**8 + 3*a**6*z**6 - a**6*z**4 + 3*a**6*z**2 - a**6 + 2*a**5*z**11 + 7*a**5*z**9 - 19*a**5*z**7 + 18*a**5*z**5 - 4*a**5*z**3 + 11*a**4*z**10 - 22*a**4*z**8 + 25*a**4*z**6 - 21*a**4*z**4 + 12*a**4*z**2 - 2*a**4 + 2*a**3*z**11 + 10*a**3*z**9 - 25*a**3*z**7 + 20*a**3*z**5 - 9*a**3*z**3 + 2*a**3*z + 6*a**2*z**10 - 3*a**2*z**8 - 8*a**2*z**6 + 3*a**2*z**4 - a**2 + 9*a*z**9 - 16*a*z**7 + 8*a*z**5 - 5*a*z**3 + a*z + 8*z**8 - 17*z**6 + 11*z**4 - 4*z**2 + 1 + 4*z**7/a - 8*z**5/a + 4*z**3/a + z**6/a**2 - 2*z**4/a**2 + z**2/a**2
12a_1053,a**5*z**5 - a**5*z**3 + 4*a**4*z**6 - 4*a**4*z**4 + a**4*z**2 + 9*a**3*z**7 - 11*a**3*z**5 + 6*a**3*z**3 - a**3*z + 14*a**2*z**8 - 21*a**2*z**6 + 16*a**2*z**4 - 5*a**2*z**2 + 15*a*z**9 - 21*a*z**7 + 10*a*z**5 + a*z**3 - a*z + 10*z**10 - z**8 - 27*z**6 + 25*z**4 - 4*z**2 - 1 + 3*z**11/a + 22*z**9/a - 63*z**7/a + 50*z**5/a - 16*z**3/a + 2*z/a + 18*z**10/a**2 - 32*z**8/a**2 + 6*z**6/a**2 - 2*z**4/a**2 + 10*z**2/a**2 - 4/a**2 + 3*z**11/a**3 + 15*z**9/a**3 - 55*z**7/a**3 + 48*z**5/a**3 - 19*z**3/a**3 + 4*z/a**3 + 8*z**10/a**4 - 13*z**8/a**4 - 3*z**6/a**4 + 3*z**4/a**4 + 5*z**2/a**4 - 2/a**4 + 8*z**9/a**5 - 21*z**7/a**5 + 17*z**5/a**5 - 6*z**3/a**5 + z/a**5 + 4*z**8/a**6 - 11*z**6/a**6 + 10*z**4/a**6 - 3*z**2/a**6 + z**7/a**7 - 3*z**5/a**7 + 3*z**3/a**7 - z/a**7
12a_1054,a**3*z**7 - 3*a**3*z**5 + 2*a**3*z**3 + 4*a**2*z**8 - 12*a**2*z**6 + 11*a**2*z**4 - 4*a**2*z**2 + 8*a*z**9 - 24*a*z**7 + 24*a*z**5 - 11*a*z**3 + 2*a*z + 8*z**10 - 16*z**8 + 2*z**6 + 6*z**4 - z**2 + 3*z**11/a + 14*z**9/a - 59*z**7/a + 64*z**5/a - 30*z**3/a + 5*z/a + 18*z**10/a**2 - 37*z**8/a**2 + 17*z**6/a**2 - 4*z**4/a**2 + 5*z**2/a**2 - 2/a**2 + 3*z**11/a**3 + 21*z**9/a**3 - 65*z**7/a**3 + 61*z**5/a**3 - 26*z**3/a**3 + 4*z/a**3 + 10*z**10/a**4 - 3*z**8/a**4 - 22*z**6/a**4 + 20*z**4/a**4 - 3*z**2/a**4 - 1/a**4 + 15*z**9/a**5 - 22*z**7/a**5 + 12*z**5/a**5 - 2*z**3/a**5 + 14*z**8/a**6 - 21*z**6/a**6 + 15*z**4/a**6 - 4*z**2/a**6 + 9*z**7/a**7 - 11*z**5/a**7 + 6*z**3/a**7 - z/a**7 + 4*z**6/a**8 - 4*z**4/a**8 + z**2/a**8 + z**5/a**9 - z**3/a**9
12a_1055,a**5*z**5 - a**5*z**3 + 4*a**4*z**6 - 5*a**4*z**4 + 2*a**4*z**2 + 8*a**3*z**7 - 10*a**3*z**5 + 4*a**3*z**3 + 11*a**2*z**8 - 13*a**2*z**6 + 3*a**2*z**4 + 2*a**2*z**2 - a**2 + 12*a*z**9 - 17*a*z**7 + 10*a*z**5 - 4*a*z**3 + a*z + 9*z**10 - 9*z**8 - z**6 - z**4 + 6*z**2 - 2 + 3*z**11/a + 15*z**9/a - 54*z**7/a + 59*z**5/a - 28*z**3/a + 5*z/a + 17*z**10/a**2 - 43*z**8/a**2 + 37*z**6/a**2 - 21*z**4/a**2 + 12*z**2/a**2 - 3/a**2 + 3*z**11/a**3 + 11*z**9/a**3 - 55*z**7/a**3 + 66*z**5/a**3 - 34*z**3/a**3 + 7*z/a**3 + 8*z**10/a**4 - 19*z**8/a**4 + 9*z**6/a**4 - 2*z**4/a**4 + 3*z**2/a**4 - 1/a**4 + 8*z**9/a**5 - 25*z**7/a**5 + 25*z**5/a**5 - 13*z**3/a**5 + 3*z/a**5 + 4*z**8/a**6 - 12*z**6/a**6 + 10*z**4/a**6 - 3*z**2/a**6 + z**7/a**7 - 3*z**5/a**7 + 2*z**3/a**7
12a_1056,a**10*z**6 - 2*a**10*z**4 + a**10*z**2 + 4*a**9*z**7 - 7*a**9*z**5 + 4*a**9*z**3 - a**9*z + 9*a**8*z**8 - 17*a**8*z**6 + 13*a**8*z**4 - 5*a**8*z**2 + 12*a**7*z**9 - 20*a**7*z**7 + 12*a**7*z**5 - 5*a**7*z**3 + 9*a**6*z**10 - 2*a**6*z**8 - 20*a**6*z**6 + 16*a**6*z**4 - 2*a**6*z**2 - a**6 + 3*a**5*z**11 + 20*a**5*z**9 - 49*a**5*z**7 + 34*a**5*z**5 - 10*a**5*z**3 + 2*a**5*z + 18*a**4*z**10 - 23*a**4*z**8 - 3*a**4*z**6 + 8*a**4*z**4 + 2*a**4*z**2 - a**4 + 3*a**3*z**11 + 20*a**3*z**9 - 51*a**3*z**7 + 39*a**3*z**5 - 12*a**3*z**3 + 2*a**3*z + 9*a**2*z**10 - 3*a**2*z**8 - 20*a**2*z**6 + 24*a**2*z**4 - 11*a**2*z**2 + a**2 + 12*a*z**9 - 22*a*z**7 + 17*a*z**5 - 8*a*z**3 + a*z + 9*z**8 - 18*z**6 + 15*z**4 - 8*z**2 + 2 + 4*z**7/a - 7*z**5/a + 3*z**3/a + z**6/a**2 - 2*z**4/a**2 + z**2/a**2
12a_1057,a**7*z**7 - 2*a**7*z**5 + a**7*z**3 + 5*a**6*z**8 - 12*a**6*z**6 + 8*a**6*z**4 - 2*a**6*z**2 + 11*a**5*z**9 - 30*a**5*z**7 + 24*a**5*z**5 - 9*a**5*z**3 + 3*a**5*z + 11*a**4*z**10 - 21*a**4*z**8 - 2*a**4*z**6 + 12*a**4*z**4 - 2*a**4*z**2 - a**4 + 4*a**3*z**11 + 18*a**3*z**9 - 76*a**3*z**7 + 75*a**3*z**5 - 30*a**3*z**3 + 6*a**3*z + 23*a**2*z**10 - 48*a**2*z**8 + 14*a**2*z**6 + 14*a**2*z**4 - 6*a**2*z**2 - a**2 + 4*a*z**11 + 23*a*z**9 - 78*a*z**7 + 75*a*z**5 - 29*a*z**3 + 4*a*z + 12*z**10 - 8*z**8 - 20*z**6 + 28*z**4 - 12*z**2 + 2 + 16*z**9/a - 24*z**7/a + 14*z**5/a - 2*z**3/a + 14*z**8/a**2 - 20*z**6/a**2 + 14*z**4/a**2 - 5*z**2/a**2 + a**(-2) + 9*z**7/a**3 - 11*z**5/a**3 + 6*z**3/a**3 - z/a**3 + 4*z**6/a**4 - 4*z**4/a**4 + z**2/a**4 + z**5/a**5 - z**3/a**5
12a_1058,a**5*z**5 - a**5*z**3 + 4*a**4*z**6 - 4*a**4*z**4 + a**4*z**2 + 9*a**3*z**7 - 11*a**3*z**5 + 5*a**3*z**3 + 14*a**2*z**8 - 22*a**2*z**6 + 16*a**2*z**4 - 5*a**2*z**2 + 15*a*z**9 - 25*a*z**7 + 20*a*z**5 - 11*a*z**3 + 3*a*z + 10*z**10 - 6*z**8 - 16*z**6 + 19*z**4 - 6*z**2 + 3*z**11/a + 20*z**9/a - 69*z**7/a + 79*z**5/a - 44*z**3/a + 9*z/a + 18*z**10/a**2 - 42*z**8/a**2 + 29*z**6/a**2 - 10*z**4/a**2 + 5*z**2/a**2 - 2/a**2 + 3*z**11/a**3 + 13*z**9/a**3 - 61*z**7/a**3 + 76*z**5/a**3 - 43*z**3/a**3 + 10*z/a**3 + 8*z**10/a**4 - 18*z**8/a**4 + 7*z**6/a**4 + z**4/a**4 + 2*z**2/a**4 - 1/a**4 + 8*z**9/a**5 - 25*z**7/a**5 + 26*z**5/a**5 - 14*z**3/a**5 + 4*z/a**5 + 4*z**8/a**6 - 12*z**6/a**6 + 10*z**4/a**6 - 3*z**2/a**6 + z**7/a**7 - 3*z**5/a**7 + 2*z**3/a**7
