name,native notation,symmetry
9_14,a=X(b3 c0 c3 b0) b=X(a3 d0 d3 a0) c=X(a1 e0 f3 a2) d=X(b1 f2 g3 b2) e=X(c1 h0 h3 i0) f=X(i3 g0 d1 c2) g=X(f1 i2 h1 d2) h=X(e1 g2 i1 e2) i=X(e3 h2 g1 f0) ['name'='9_14'],reversible
9_15,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f0 g3 a2) d=X(b1 g2 e1 e0) e=X(d3 d2 f1 b2) f=X(c1 e2 h3 i0) g=X(i3 h0 d1 c2) h=X(g1 i2 i1 f2) i=X(f3 h2 h1 g0) ['name'='9_15'],reversible
9_16,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 e2 f3 a2) d=X(b1 g0 g3 h0) e=X(h3 i0 c1 b2) f=X(i3 g2 g1 c2) g=X(d1 f2 f1 d2) h=X(d3 i2 i1 e0) i=X(e1 h2 h1 f0) ['name'='9_16'],reversible
9_17,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f0 g3 a2) d=X(b1 g2 h3 e0) e=X(d3 h2 h1 b2) f=X(c1 i0 i3 g0) g=X(f3 i2 d1 c2) h=X(i1 e2 e1 d2) i=X(f1 h0 g1 f2) ['name'='9_17'],reversible
9_18,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(e3 f0 a3 a2) d=X(g3 g2 h3 b0) e=X(b1 h2 h1 c0) f=X(c1 i0 i3 g0) g=X(f3 i2 d1 d0) h=X(i1 e2 e1 d2) i=X(f1 h0 g1 f2) ['name'='9_18'],reversible
9_19,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(g3 e2 e1 b0) e=X(b1 d2 d1 h0) f=X(h3 i0 g1 c0) g=X(c1 f2 i3 d0) h=X(e3 i2 i1 f0) i=X(f1 h2 h1 g2) ['name'='9_19'],reversible
9_20,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 e2 f3 a2) d=X(b1 g0 h3 i0) e=X(i3 f0 c1 b2) f=X(e1 g2 g1 c2) g=X(d1 f2 f1 h0) h=X(g3 i2 i1 d2) i=X(d3 h2 h1 e0) ['name'='9_20'],reversible
9_21,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 e2 f3 a2) d=X(b1 f2 g3 e0) e=X(d3 g2 c1 b2) f=X(h3 i0 d1 c2) g=X(i3 h0 e1 d2) h=X(g1 i2 i1 f0) i=X(f1 h2 h1 g0) ['name'='9_21'],reversible
9_22,a=X(b3 c0 c3 b0) b=X(a3 d0 e3 a0) c=X(a1 f0 g3 a2) d=X(b1 g2 g1 h0) e=X(h3 i0 f1 b2) f=X(c1 e2 i3 g0) g=X(f3 d2 d1 c2) h=X(d3 i2 i1 e0) i=X(e1 h2 h1 f2) ['name'='9_22'],reversible
9_23,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 d2 d1 a2) d=X(a3 c2 c1 g0) e=X(h3 i0 f1 b0) f=X(b1 e2 g1 c0) g=X(d3 f2 i3 h0) h=X(g3 i2 i1 e0) i=X(e1 h2 h1 g2) ['name'='9_23'],reversible
9_24,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(e3 f0 a3 a2) d=X(f3 g0 h3 b0) e=X(b1 h2 i3 c0) f=X(c1 g2 g1 d0) g=X(d1 f2 f1 i2) h=X(i1 i0 e1 d2) i=X(h1 h0 g3 e2) ['name'='9_24'],reversible
9_25,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(g3 d2 d1 a2) d=X(a3 c2 c1 h0) e=X(h3 i0 f1 b0) f=X(b1 e2 g1 g0) g=X(f3 f2 i3 c0) h=X(d3 i2 i1 e0) i=X(e1 h2 h1 g2) ['name'='9_25'],reversible
9_26,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(e3 f0 a3 a2) d=X(g3 h0 e1 b0) e=X(b1 d2 h3 c0) f=X(c1 i0 i3 g0) g=X(f3 i2 h1 d0) h=X(d1 g2 i1 e2) i=X(f1 h2 g1 f2) ['name'='9_26'],reversible
9_27,a=X(b3 c0 c3 d0) b=X(d3 e0 f3 a0) c=X(a1 f2 d1 a2) d=X(a3 c2 e1 b0) e=X(b1 d2 g3 h0) f=X(i3 g0 c1 b2) g=X(f1 i2 h1 e2) h=X(e3 g2 i1 i0) i=X(h3 h2 g1 f0) ['name'='9_27'],reversible
9_28,a=X(b3 c0 c3 d0) b=X(e3 f0 c1 a0) c=X(a1 b2 f3 a2) d=X(a3 g0 g3 e0) e=X(d3 g2 h3 b0) f=X(b1 h2 i3 c2) g=X(d1 i2 e1 d2) h=X(i1 i0 f1 e2) i=X(h1 h0 g1 f2) ['name'='9_28'],reversible
9_29,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(g3 g2 d1 a2) d=X(a3 c2 h3 e0) e=X(d3 h2 f1 b0) f=X(b1 e2 i3 g0) g=X(f3 i2 c1 c0) h=X(i1 i0 e1 d2) i=X(h1 h0 g1 f2) ['name'='9_29'],reversible
9_30,a=X(b3 b2 c3 d0) b=X(d3 e0 a1 a0) c=X(e3 f0 f3 a2) d=X(a3 f2 g3 b0) e=X(b1 g2 h3 c0) f=X(c1 i0 d1 c2) g=X(i3 h0 e1 d2) h=X(g1 i2 i1 e2) i=X(f1 h2 h1 g0) ['name'='9_30'],reversible
9_31,a=X(b3 c0 c3 d0) b=X(d3 e0 c1 a0) c=X(a1 b2 f3 a2) d=X(a3 g0 e1 b0) e=X(b1 d2 g3 h0) f=X(h3 i0 i3 c2) g=X(d1 i2 h1 e2) h=X(e3 g2 i1 f0) i=X(f1 h2 g1 f2) ['name'='9_31'],reversible
9_32,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 g3 h0) e=X(h3 i0 i3 b0) f=X(b1 i2 g1 c0) g=X(c1 f2 h1 d2) h=X(d3 g2 i1 e0) i=X(e1 h2 f1 e2) ['name'='9_32'],chiral
9_33,a=X(b3 c0 c3 d0) b=X(d3 e0 f3 a0) c=X(a1 f2 g3 a2) d=X(a3 h0 e1 b0) e=X(b1 d2 i3 f0) f=X(e3 i2 c1 b2) g=X(i1 h2 h1 c2) h=X(d1 g2 g1 i0) i=X(h3 g0 f1 e2) ['name'='9_33'],chiral
9_34,a=X(b3 c0 c3 d0) b=X(d3 e0 f3 a0) c=X(a1 f2 g3 a2) d=X(a3 g2 h3 b0) e=X(b1 h2 i3 f0) f=X(e3 i2 c1 b2) g=X(i1 h0 d1 c2) h=X(g1 i0 e1 d2) i=X(h1 g0 f1 e2) ['name'='9_34'],reversible
9_35,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(h3 h2 e1 b0) e=X(b1 d2 i3 i2) f=X(i1 i0 g1 c0) g=X(c1 f2 h1 h0) h=X(g3 g2 d1 d0) i=X(f1 f0 e3 e2) ['name'='9_35'],reversible
9_36,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(g3 g2 e1 b0) e=X(b1 d2 h3 i0) f=X(i3 h0 g1 c0) g=X(c1 f2 d1 d0) h=X(f1 i2 i1 e2) i=X(e3 h2 h1 f0) ['name'='9_36'],reversible
9_37,a=X(b3 b2 c3 c2) b=X(d3 e0 a1 a0) c=X(f3 g0 a3 a2) d=X(g3 h0 e1 b0) e=X(b1 d2 i3 f0) f=X(e3 i2 i1 c0) g=X(c1 h2 h1 d0) h=X(d1 g2 g1 i0) i=X(h3 f2 f1 e2) ['name'='9_37'],reversible
9_38,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 h3 e0) e=X(d3 i0 i3 b0) f=X(b1 i2 g1 c0) g=X(c1 f2 h1 h0) h=X(g3 g2 i1 d2) i=X(e1 h2 f1 e2) ['name'='9_38'],reversible
9_39,a=X(b3 b2 c3 d0) b=X(e3 f0 a1 a0) c=X(f3 g0 d1 a2) d=X(a3 c2 g3 e0) e=X(d3 h0 h3 b0) f=X(b1 i0 i3 c0) g=X(c1 i2 h1 d2) h=X(e1 g2 i1 e2) i=X(f1 h2 g1 f2) ['name'='9_39'],reversible
9_40,a=X(b3 c0 d3 e0) b=X(e3 f0 c1 a0) c=X(a1 b2 f3 d0) d=X(c3 g0 h3 a2) e=X(a3 h2 i3 b0) f=X(b1 i2 g1 c2) g=X(d1 f2 i1 h0) h=X(g3 i0 e1 d2) i=X(h1 g2 f1 e2) ['name'='9_40'],reversible
9_41,a=X(b3 c0 c3 d0) b=X(d3 e0 e3 a0) c=X(a1 f0 g3 a2) d=X(a3 h0 h3 b0) e=X(b1 i0 f1 b2) f=X(c1 e2 i3 g0) g=X(f3 i2 h1 c2) h=X(d1 g2 i1 d2) i=X(e1 h2 g1 f2) ['name'='9_41'],reversible
9_42,a=X(b3 b2 c3 c2) b=X(d0 e0 a1 a0) c=X(f3 g3 a3 a2) d=X(b0 g2 h3 i0) e=X(b1 i3 f1 f0) f=X(e3 e2 g0 c0) g=X(f2 h0 d1 c1) h=X(g1 i2 i1 d2) i=X(d3 h2 h1 e1) ['name'='9_42'],reversible
9_43,a=X(b3 c0 c3 d0) b=X(e0 f0 f3 a0) c=X(a1 g0 d1 a2) d=X(a3 c2 g3 e1) e=X(b0 d3 h3 i0) f=X(b1 i3 g1 b2) g=X(c1 f2 h0 d2) h=X(g2 i2 i1 e2) i=X(e3 h2 h1 f1) ['name'='9_43'],reversible
9_44,a=X(b0 c0 c3 d0) b=X(a0 e0 f3 f2) c=X(a1 g0 d1 a2) d=X(a3 c2 g3 e1) e=X(b1 d3 h3 i0) f=X(i3 g1 b3 b2) g=X(c1 f1 h0 d2) h=X(g2 i2 i1 e2) i=X(e3 h2 h1 f0) ['name'='9_44'],reversible
9_45,a=X(b0 c0 c3 d0) b=X(a0 e3 f3 f2) c=X(a1 g0 d1 a2) d=X(a3 c2 g3 e0) e=X(d3 h0 i3 b1) f=X(i2 g1 b3 b2) g=X(c1 f1 h1 d2) h=X(e1 g2 i1 i0) i=X(h3 h2 f0 e2) ['name'='9_45'],reversible
9_46,a=X(b3 c0 c3 b0) b=X(a3 d0 e0 a0) c=X(a1 f3 g3 a2) d=X(b1 g2 h3 e1) e=X(b2 d3 i3 f0) f=X(e3 i2 i1 c1) g=X(h1 h0 d1 c2) h=X(g1 g0 i0 d2) i=X(h2 f2 f1 e2) ['name'='9_46'],reversible
9_47,a=X(b0 c3 d3 d2) b=X(a0 e0 f3 c0) c=X(b3 g0 h3 a1) d=X(h2 e1 a3 a2) e=X(b1 d1 i3 f0) f=X(e3 i2 g1 b2) g=X(c1 f2 i1 h0) h=X(g3 i0 d0 c2) i=X(h1 g2 f1 e2) ['name'='9_47'],reversible
9_48,a=X(b3 c0 c3 b0) b=X(a3 d3 e0 a0) c=X(a1 f3 g0 a2) d=X(g3 h0 e1 b1) e=X(b2 d2 i3 f0) f=X(e3 i2 i1 c1) g=X(c2 h2 h1 d0) h=X(d1 g2 g1 i0) i=X(h3 f2 f1 e2) ['name'='9_48'],reversible
9_49,a=X(b3 b2 c3 d0) b=X(e0 f3 a1 a0) c=X(g3 g2 d1 a2) d=X(a3 c2 h3 h2) e=X(b0 h1 i3 f0) f=X(e3 i2 g0 b1) g=X(f2 i1 c1 c0) h=X(i0 e1 d3 d2) i=X(h0 g1 f1 e2) ['name'='9_49'],reversible
