name,native notation
L2a_1++,a=X(b3i b2o b1o b0i) b=X(a3o a2i a1i a0o) ['name'='L2a_1++']
L2a_1+-,a=X(b3i b2i b1o b0o) b=X(a3i a2i a1o a0o) ['name'='L2a_1+-']
